id;tipoPropiedad;precioUSD;fechaUltimaActualizacion;vendedor;terrenoTotal;terrenoEdificado;cantDormitorios;cantBanos;cantCochera;barrio;ciudad;coordX;coordY;URL
1392546471;CASA;104000;2023-10-17;INMOBILIARIA;180.0;105.0;3.0;1.0;2.0;DOCTA URBANIZACION;CORDOBA;-31.461382;-64.3044768;https://casa.mercadolibre.com.ar/MLA-1392546471-duplex-en-docta-boulevard-_JM
1538605624;DEPARTAMENTO;200000;2023-10-17;INMOBILIARIA;102.0;68.0;2.0;3.0;;NUEVA CORDOBA;CORDOBA;-31.4257751;-64.1788537;https://departamento.mercadolibre.com.ar/MLA-1538605624-vendo-departamento-nueva-cordoba-2-dormitorios-_JM
1538667850;DEPARTAMENTO;140000;2023-10-17;INMOBILIARIA;85.0;75.0;2.0;2.0;2.0;ALTO ALBERDI;CORDOBA;-31.4019434;-64.2075542;https://departamento.mercadolibre.com.ar/MLA-1538667850-departamento-en-venta-la-diva-de-gama-2-dormitorios-y-2-cocheras-_JM
1538641082;DEPARTAMENTO;89000;2023-10-17;INMOBILIARIA;110.0;110.0;3.0;1.0;;CENTRO;CORDOBA;-31.4112211;-64.1851825;https://departamento.mercadolibre.com.ar/MLA-1538641082-aptto-bancor-centro-rec-menor-110-m2-propios-_JM
1538641128;DEPARTAMENTO;48450;2023-10-17;INMOBILIARIA;56.0;38.0;1.0;1.0;;CENTRO;CORDOBA;-31.4211678;-64.1798127;https://departamento.mercadolibre.com.ar/MLA-1538641128-departamento-de-1-y-2-dormitorios-en-b-centro-_JM
1538671124;DEPARTAMENTO;68000;2023-10-17;INMOBILIARIA;45.0;42.0;1.0;1.0;;NUEVA CORDOBA;CORDOBA;-31.4188507;-64.1912045;https://departamento.mercadolibre.com.ar/MLA-1538671124-departamento-1-dormitorio-en-nueva-cordoba-_JM
1392653921;CASA;65000;2023-10-17;INMOBILIARIA;908.0;65.0;2.0;1.0;;;VILLA SANTA CRUZ DEL LAGO;-31.3690935;-64.5211215;https://casa.mercadolibre.com.ar/MLA-1392653921-casa-a-la-venta-en-carlos-paz-de-dos-dormitorios-con-vistas-a-las-sierras-_JM
1538618014;DEPARTAMENTO;125000;2023-10-17;INMOBILIARIA;74.0;66.0;3.0;2.0;;NUEVA CORDOBA;CORDOBA;-31.4207889;-64.1895785;https://departamento.mercadolibre.com.ar/MLA-1538618014-departamento-duplex-en-nueva-cordoba-3-dormitorios-y-dos-banos-imperdible-_JM
1538665970;TERRENO;83500;2023-10-17;INMOBILIARIA;1394.0;;;;;;MENDIOLAZA;-31.2667605;-64.2924141;https://terreno.mercadolibre.com.ar/MLA-1538665970-terrenos-en-venta-con-gran-vista-mendiolaza-golf-_JM
1538680032;DEPARTAMENTO;55000;2023-10-17;INMOBILIARIA;50.0;47.0;1.0;1.0;;GENERAL PAZ;CORDOBA;-31.4118533;-64.1581822;https://departamento.mercadolibre.com.ar/MLA-1538680032-b-gral-paz-dpto-1-dorm-47m2-_JM
1538641088;CASA;340000;2023-10-17;INMOBILIARIA;1000.0;320.0;3.0;3.0;2.0;LA CUESTA;LA CALERA;-31.3576811;-64.3250044;https://casa.mercadolibre.com.ar/MLA-1538641088-country-la-cuesta-posesion-45-dias-_JM
1538680010;DEPARTAMENTO;80000;2023-10-17;INMOBILIARIA;65.0;60.0;2.0;2.0;;GENERAL PAZ;CORDOBA;-31.3922921;-64.1776896;https://departamento.mercadolibre.com.ar/MLA-1538680010-ed-santino-vi-b-gral-paz-2-dorm-2-bns-_JM
1538654018;DEPARTAMENTO;52000;2023-10-17;INMOBILIARIA;55.0;45.0;1.0;1.0;;COFICO;CORDOBA;-31.4033281;-64.1867753;https://departamento.mercadolibre.com.ar/MLA-1538654018-cofico-a-estrenar-externo-calef-ctral-_JM
1392553381;CASA;195000;2023-10-17;INMOBILIARIA;310.0;285.0;3.0;2.0;1.0;;;-31.1836446;-64.3100768;https://casa.mercadolibre.com.ar/MLA-1392553381-venta-casa-3-dorm-pileta-quincho-pqe-rio-ceballos-_JM
