id;tipoPropiedad;precioUSD;fechaUltimaActualizacion;vendedor;terrenoTotal;terrenoEdificado;cantDormitorios;cantBanos;cantCochera;barrio;ciudad;coordX;coordY;URL
5135798;DEPARTAMENTO;45000;2023-11-01;TERRANA INMUEBLES;40.0;;1.0;;;CENTRO;CORDOBA;;;https://clasificados.lavoz.com.ar/avisos/departamentos/5135798/oportunidad-increible-depto-cochera-excelente-ubicacion
4154059;CASA;95000;2023-11-01;EV BIENES RAICES;250.0;115.0;2.0;2.0;2.0;DOCTA URBANIZACION INTELIGENTE;CORDOBA;-31.459334;-64.304991;https://clasificados.lavoz.com.ar/avisos/casas/4154059/venta-docta-casa-2-dorm-a-estrenar-250-mts-terreno.html
4143336;DEPARTAMENTO;90000;2023-11-01;GRUPO NORTE - CPI 5832;100.0;;2.0;3.0;1.0;LOMAS OESTE;VILLA ALLENDE;-31.299642;-64.286066;https://clasificados.lavoz.com.ar/avisos/departamentos/4143336/oportunidad-departamento-2-dorm-cochera-excelente-ubicacion-y-acceso.ht
4208382;CASA;400000;2023-11-01;BRINON INMUEBLES;759.0;433.0;;4.0;;JARDIN ESPINOSA;CORDOBA;-31.453826;-64.171912;https://clasificados.lavoz.com.ar/avisos/casas/4208382/hermosa-casa-jardin-espinosa-zona-sur
2785583;CASA;125000;2023-11-01;EDUARDO CARBONETTI;400.0;150.0;2.0;1.0;1.0;PROVIDENCIA;CORDOBA;-31.402385;-64.20157;https://clasificados.lavoz.com.ar/avisos/casas/2785583/providencia-con-garage-casa-2-dormitorios-con-gran-patio-galeria-jardin-con-fru
4230837;TERRENO;240000;2023-11-01;CAPITAL NEGOCIOS INMOBILIARIOS;4000.0;;;;;VILLA CORONEL OLMEDO;CORDOBA;-31.502808;-64.149247;https://clasificados.lavoz.com.ar/avisos/terrenos-lotes/4230837/terreno-4000mts-sobre-cno-60-cuadras
4283473;CASA;85000;2023-11-01;CIRCULOPROP;425.0;120.0;3.0;1.0;1.0;VILLA CABRERA;CORDOBA;-31.386567;-64.205265;https://clasificados.lavoz.com.ar/avisos/casas/4283473/gregorio-carreras-2015-terreno-de-425m%C2%B2-casa-en-una-planta
4281282;CASA;210000;2023-11-01;DELLGE INMOBILIARIA;360.0;295.0;4.0;4.0;2.0;GRANJA DE FUNES;CORDOBA;;;https://clasificados.lavoz.com.ar/avisos/casas/4281282/imponente-casa-departamento-en-b%C2%B0-granja-de-funes-en-venta
4210027;TERRENO;45000;2023-11-01;DELLGE INMOBILIARIA;2434.0;;;;;;UNQUILLO;-31.234131;-64.316711;https://clasificados.lavoz.com.ar/avisos/terrenos-lotes/4210027/lote-en-venta-lote-camino-intercountry
2367434;TERRENO;38000;2023-11-01;JUAN PAEZ NEGOCIOS INMOBILIARIOS;680.0;;;;;;COLONIA TIROLESA;-31.306772;-64.127734;https://clasificados.lavoz.com.ar/avisos/terrenos-lotes/2367434/venta-lotes-casas-barrio-colonia-norte-camino-colonia-tirolesa.html
