tipoPropiedad,precioUSD,fechaUltimaActualizacion,terrenoTotal,terrenoEdificado,cantDormitorios,cantBanos,cantCochera,barrio,coordX,coordY,vendedor,comisariaCercana,transporteCercano,saludCercana,distanciaCentro,pm2,valComisaria,valTransporte,valSalud,valoracionServicios,geometry,barrioName
1,480000,2023-11-15,720.0,360.0,2.0,4.0,4.0,57,-31.375296,-64.230619,2,0.4042219274161516,0.1146702872437308,1.7723826727336431,6.369798375430886,1333.3333333333333,0,0,0,0,POINT (-64.230619 -31.375296),CERRO DE LAS ROSAS
1,150000,2023-11-06,459.0,192.0,3.0,2.0,1.0,57,-31.3721109,-64.2314653,2,0.3584224756048231,0.0917762203533246,1.82010308453008,6.698755174122882,781.25,0,0,0,0,POINT (-64.2314653 -31.3721109),CERRO DE LAS ROSAS
1,235000,2023-10-25,720.0,357.0,4.0,3.0,2.0,57,-31.3741427,-64.2315595,2,0.286773321667576,0.1321787159749974,1.7243943396389974,6.525745526025733,658.2633053221289,0,0,0,0,POINT (-64.2315595 -31.3741427),CERRO DE LAS ROSAS
1,260000,2023-10-25,290.0,290.0,5.0,3.0,2.0,291,-31.384699,-64.2279124,2,1.3527399500000898,0.0923548117934282,1.2290811766853242,5.410628180315204,896.551724137931,0,0,0,0,POINT (-64.2279124 -31.384699),URCA
1,260000,2023-10-25,175.0,175.0,3.0,3.0,2.0,57,-31.373349,-64.238554,2,0.3838546704035155,0.0762185680661075,1.1677122331770018,7.023150980352848,1485.7142857142858,0,0,0,0,POINT (-64.238554 -31.373349),CERRO DE LAS ROSAS
1,130000,2023-11-13,190.0,190.0,3.0,2.0,1.0,291,-31.3828323,-64.2313328,2,1.0351000804410238,0.0591822739605034,1.3918698770326583,5.785143780923678,684.2105263157895,0,0,0,0,POINT (-64.2313328 -31.3828323),URCA
1,390000,2023-11-07,1038.0,308.0,3.0,3.0,3.0,57,-31.3716257,-64.2372325,2,0.3609154674346,0.0406443380711419,1.3823783562848124,7.084147183630497,1266.2337662337663,0,0,0,0,POINT (-64.2372325 -31.3716257),CERRO DE LAS ROSAS
1,198000,2023-11-09,210.0,210.0,4.0,2.0,2.0,57,-31.3780902,-64.2367016,2,0.5035042399003786,0.1859136976170486,1.146061516132609,6.518486212506495,942.8571428571429,0,0,0,0,POINT (-64.2367016 -31.3780902),CERRO DE LAS ROSAS
1,240000,2023-11-09,312.0,312.0,4.0,4.0,2.0,57,-31.3762808,-64.2375597,2,0.3847664688125755,0.1316031542513097,1.108673342793955,6.720001805589718,769.2307692307693,0,0,0,0,POINT (-64.2375597 -31.3762808),CERRO DE LAS ROSAS
1,290000,2023-10-17,800.0,272.0,3.0,4.0,2.0,57,-31.3786523,-64.2307621,0,0.6363316344791525,0.1618857468966379,1.7035312618107703,6.0911792854337055,1066.1764705882354,0,0,0,0,POINT (-64.2307621 -31.3786523),CERRO DE LAS ROSAS
1,239000,2023-09-20,675.0,275.0,4.0,3.0,2.0,57,-31.374857,-64.233287,0,0.1586864106890223,0.110209881805611,1.5434499018785777,6.567915079234914,869.0909090909091,0,0,0,0,POINT (-64.233287 -31.374857),CERRO DE LAS ROSAS
1,260000,2023-09-18,170.0,362.0,4.0,3.0,3.0,57,-31.38199,-64.231331,0,0.9461317481678416,0.0692118791694879,1.4617079003634963,5.852492933639478,718.232044198895,0,0,0,0,POINT (-64.231331 -31.38199),CERRO DE LAS ROSAS
1,280000,2023-09-27,1134.0,214.0,4.0,2.0,3.0,304,-31.375329,-64.227446,0,0.6937574891702958,0.030618443875069,1.5791711602138732,6.183670619582395,1308.411214953271,0,0,0,0,POINT (-64.227446 -31.375329),VILLA ALLENDE PARQUE
1,250000,2023-09-26,792.0,286.0,3.0,3.0,2.0,57,-31.377134,-64.238343,0,0.5040688763141868,0.0116448458489368,1.011376390132081,6.703458359942111,874.1258741258741,0,0,0,0,POINT (-64.238343 -31.377134),CERRO DE LAS ROSAS
1,210000,2023-09-29,720.0,337.0,3.0,2.0,4.0,57,-31.374527,-64.231343,0,0.3132631646765282,0.1649740557523531,1.7302152499459285,6.479506320646536,623.1454005934718,0,0,0,0,POINT (-64.231343 -31.374527),CERRO DE LAS ROSAS
1,155000,2023-09-22,236.0,107.0,2.0,2.0,1.0,57,-31.376309,-64.235141,0,0.2685417527936713,0.2417720492622216,1.328557458432674,6.561689512931923,1448.5981308411215,0,0,0,0,POINT (-64.235141 -31.376309),CERRO DE LAS ROSAS
1,135000,2023-09-21,186.0,186.0,3.0,3.0,2.0,57,-31.375782,-64.228424,0,0.6183575856437846,0.1330919647923523,1.665018300088466,6.199056587279216,725.8064516129032,0,0,0,0,POINT (-64.228424 -31.375782),CERRO DE LAS ROSAS
1,300000,2023-09-26,880.0,357.0,4.0,4.0,5.0,57,-31.365119,-64.238408,0,1.0466705202431223,0.0588860015464791,1.854317090988321,7.716733710940773,840.3361344537815,0,0,0,0,POINT (-64.238408 -31.365119),CERRO DE LAS ROSAS
1,350000,2023-09-26,618.0,360.0,4.0,4.0,2.0,57,-31.373991,-64.23315,0,0.1350229957663243,0.0228834609370723,1.5889684311540684,6.633715664476877,972.2222222222222,0,0,0,0,POINT (-64.23315 -31.373991),CERRO DE LAS ROSAS
2,350000,2023-09-27,180.0,180.0,3.0,2.0,2.0,57,-31.380422,-64.225624,0,1.1137339638112966,0.0333679424896689,1.430689118893642,5.628545691613793,1944.4444444444443,0,0,0,0,POINT (-64.225624 -31.380422),CERRO DE LAS ROSAS
1,175000,2023-09-23,327.0,230.0,3.0,2.0,2.0,57,-31.3597149,-64.2398905,0,1.6607963868403162,0.1077280170139707,2.332233824196331,8.282683004489492,760.8695652173913,0,0,0,0,POINT (-64.2398905 -31.3597149),CERRO DE LAS ROSAS
1,155000,2023-09-20,374.0,149.0,3.0,1.0,2.0,57,-31.3814626,-64.2337136,0,0.8400442962274431,0.0152796009895256,1.3749570178868828,6.052187728512997,1040.268456375839,0,0,0,0,POINT (-64.2337136 -31.3814626),CERRO DE LAS ROSAS
1,265000,2023-09-14,720.0,370.0,3.0,2.0,2.0,57,-31.374143,-64.23156,0,0.2867285741636234,0.1321385228869096,1.7243384814722036,6.5257489136790285,716.2162162162163,0,0,0,0,POINT (-64.23156 -31.374143),CERRO DE LAS ROSAS
1,240000,2023-09-08,1200.0,350.0,4.0,4.0,5.0,57,-31.3751899,-64.2335109,0,0.1712921728508124,0.1522496738353036,1.5117323608487778,6.553341099729945,685.7142857142857,0,0,0,0,POINT (-64.2335109 -31.3751899),CERRO DE LAS ROSAS
1,160000,2023-09-15,432.0,237.0,3.0,3.0,1.0,57,-31.3776189,-64.235023,0,0.4109353297821187,0.1555324433959895,1.3108829642445003,6.446692382666507,675.1054852320675,0,0,0,0,POINT (-64.235023 -31.3776189),CERRO DE LAS ROSAS
1,169000,2023-08-15,234.0,198.0,4.0,2.0,1.0,57,-31.375914,-64.235863,0,0.251102062416065,0.2806135051352156,1.2745778336219702,6.640258023613996,853.5353535353536,0,0,0,0,POINT (-64.235863 -31.375914),CERRO DE LAS ROSAS
1,250000,2023-08-30,1000.0,380.0,3.0,4.0,1.0,57,-31.379073,-64.234955,0,0.5715416994187751,0.1257474417307749,1.3042177523831,6.324679513113902,657.8947368421053,0,0,0,0,POINT (-64.234955 -31.379073),CERRO DE LAS ROSAS
1,159000,2023-08-30,341.0,183.0,3.0,2.0,1.0,57,-31.383188,-64.230229,0,1.1075151359715467,0.0560944465560853,1.418234655540313,5.68390530985811,868.8524590163935,0,0,0,0,POINT (-64.230229 -31.383188),CERRO DE LAS ROSAS
1,149000,2023-08-19,234.0,198.0,3.0,2.0,1.0,57,-31.3760122,-64.235749,0,0.2557715899727225,0.2845267311857155,1.2817672813039995,6.62489847269423,752.5252525252525,0,0,0,0,POINT (-64.235749 -31.3760122),CERRO DE LAS ROSAS
1,180000,2023-08-28,327.0,230.0,3.0,2.0,1.0,57,-31.3761497,-64.2302497,0,0.4780131148630632,0.117483146815026,1.7853249549906385,6.273781350531109,782.6086956521739,0,0,0,0,POINT (-64.2302497 -31.3761497),CERRO DE LAS ROSAS
1,210000,2023-08-21,500.0,288.0,4.0,3.0,4.0,57,-31.374452,-64.2363779,0,0.1806072514780361,0.2621375321913925,1.2871047856661668,6.79383717896093,729.1666666666666,0,0,0,0,POINT (-64.2363779 -31.374452),CERRO DE LAS ROSAS
1,130000,2023-08-30,222.0,121.0,3.0,2.0,1.0,57,-31.3790461,-64.2353923,0,0.5727179112927429,0.1624411525709915,1.2627747257214883,6.355645530164401,1074.3801652892562,0,0,0,0,POINT (-64.2353923 -31.3790461),CERRO DE LAS ROSAS
2,383000,2023-08-30,170.0,170.0,2.0,2.0,2.0,57,-31.3744009,-64.234487,0,0.0514885594608071,0.1577380141682017,1.4541970037796894,6.680213550795629,2252.9411764705883,0,0,0,0,POINT (-64.234487 -31.3744009),CERRO DE LAS ROSAS
2,365000,2023-08-15,230.0,230.0,3.0,2.0,1.0,57,-31.3811008,-64.2245995,2,1.2367385406358882,0.0898659124128502,1.3575497545153117,5.509074041625613,1586.9565217391305,0,0,0,0,POINT (-64.2245995 -31.3811008),CERRO DE LAS ROSAS
1,145000,2023-08-16,347.0,220.0,3.0,2.0,4.0,291,-31.3845768,-64.2279892,2,1.3373200322644554,0.1061725243250691,1.2428376699530583,5.425517805990383,659.0909090909091,0,0,0,0,POINT (-64.2279892 -31.3845768),URCA
1,210000,2023-08-17,720.0,337.0,3.0,2.0,4.0,57,-31.3745265,-64.2313431,2,0.3132423661030206,0.1649424806187726,1.7302232621755358,6.479555723810874,623.1454005934718,0,0,0,0,POINT (-64.2313431 -31.3745265),CERRO DE LAS ROSAS
1,260000,2023-08-07,580.0,279.0,4.0,4.0,2.0,57,-31.373903,-64.236552,0,0.1881095174234038,0.2080512646047599,1.2991466132686578,6.850496490302283,931.899641577061,0,0,0,0,POINT (-64.236552 -31.373903),CERRO DE LAS ROSAS
1,250000,2022-09-02,435.0,215.0,3.0,3.0,2.0,57,-31.375826,-64.228116,2,0.6475906744565388,0.113870004684841,1.6354254104329318,6.177464968871145,1162.7906976744187,0,0,0,0,POINT (-64.228116 -31.375826),CERRO DE LAS ROSAS
1,350000,2023-07-30,750.0,430.0,4.0,4.0,2.0,57,-31.379681,-64.229779,2,0.7835774739892948,0.1284210231859861,1.7533587190461917,5.943610521323719,813.953488372093,0,0,0,0,POINT (-64.229779 -31.379681),CERRO DE LAS ROSAS
1,150000,2023-07-26,450.0,399.0,3.0,2.0,2.0,57,-31.37634,-64.235361,2,0.2768320339498746,0.2547951959117925,1.30747496155344,6.573151579952691,375.9398496240602,0,0,0,0,POINT (-64.235361 -31.37634),CERRO DE LAS ROSAS
1,149000,2023-07-24,300.0,144.0,2.0,1.0,1.0,57,-31.377175,-64.236079,2,0.3867945624457573,0.218821983848355,1.2203179102845771,6.551194228994348,1034.7222222222222,0,0,0,0,POINT (-64.236079 -31.377175),CERRO DE LAS ROSAS
1,109000,2023-07-21,176.0,85.0,3.0,1.0,2.0,159,-31.378815,-64.233267,2,0.5556592707331334,0.058266236169484,1.465206945682264,6.235882326074202,1282.3529411764705,0,0,0,0,POINT (-64.233267 -31.378815),LAS ROSAS
1,490000,2023-07-20,709.0,416.0,4.0,4.0,2.0,57,-31.364025,-64.238589,2,1.166988881069339,0.056153518226132,1.9502828775058727,7.823843799682939,1177.8846153846155,0,0,0,0,POINT (-64.238589 -31.364025),CERRO DE LAS ROSAS
1,180000,2023-07-04,375.0,221.0,4.0,4.0,2.0,57,-31.379585,-64.236076,2,0.6433723745314658,0.2048400424351228,1.1979864548418762,6.358359019095517,814.4796380090497,0,0,0,0,POINT (-64.236076 -31.379585),CERRO DE LAS ROSAS
1,240000,2023-05-17,839.0,312.0,4.0,4.0,2.0,57,-31.376165,-64.237603,2,0.3792986595815669,0.1399507848449689,1.1087336003316883,6.732172869201505,769.2307692307693,0,0,0,0,POINT (-64.237603 -31.376165),CERRO DE LAS ROSAS
1,450000,2023-07-31,1368.0,497.0,4.0,4.0,1.0,57,-31.378417,-64.227374,2,0.8451530849318573,0.0627537679055117,1.560315680970202,5.906467334601216,905.4325955734406,0,0,0,0,POINT (-64.227374 -31.378417),CERRO DE LAS ROSAS
1,78000,2023-07-31,58.0,51.0,2.0,1.0,1.0,57,-31.37974,-64.233715,2,0.6496502146862806,0.0330246684546157,1.4225430997420216,6.18974873658895,1529.4117647058824,0,0,0,0,POINT (-64.233715 -31.37974),CERRO DE LAS ROSAS
1,132000,2023-07-31,360.0,170.0,2.0,3.0,1.0,57,-31.380986,-64.231938,2,0.8220244184877664,0.1309848641074356,1.5133569747800744,5.9731825083153005,776.4705882352941,0,0,0,0,POINT (-64.231938 -31.380986),CERRO DE LAS ROSAS
1,150000,2023-07-31,466.0,224.0,3.0,3.0,1.0,57,-31.378,-64.227205,2,0.8321581876180061,0.0963874255724043,1.5415121194524963,5.93306013731129,669.6428571428571,0,0,0,0,POINT (-64.227205 -31.378),CERRO DE LAS ROSAS
1,270000,2023-07-31,410.0,310.0,4.0,4.0,2.0,57,-31.375464,-64.237971,2,0.3643710776638816,0.2005547813155984,1.1033311368954264,6.812839663890848,870.9677419354839,0,0,0,0,POINT (-64.237971 -31.375464),CERRO DE LAS ROSAS
1,165000,2023-06-26,420.0,273.0,3.0,3.0,1.0,57,-31.377877,-64.230173,2,0.6046879753735027,0.1330696511769923,1.7650305766981114,6.120656069637913,604.3956043956044,0,0,0,0,POINT (-64.230173 -31.377877),CERRO DE LAS ROSAS
1,210000,2023-01-23,336.0,180.0,3.0,2.0,2.0,57,-31.38046,-64.232974,2,0.7402997387145248,0.1095215900292729,1.497622119109104,6.083256221572903,1166.6666666666667,0,0,0,0,POINT (-64.232974 -31.38046),CERRO DE LAS ROSAS
1,340000,2023-05-11,600.0,240.0,4.0,4.0,2.0,57,-31.381976,-64.232861,2,0.9078125903623756,0.1106791650675587,1.3727833308758215,5.954685396103415,1416.6666666666667,0,0,0,0,POINT (-64.232861 -31.381976),CERRO DE LAS ROSAS
1,260000,2023-06-23,578.0,280.0,4.0,4.0,2.0,57,-31.373978,-64.236748,2,0.2066989398660044,0.1997934587765551,1.2787911665459293,6.8565772661941065,928.5714285714286,0,0,0,0,POINT (-64.236748 -31.373978),CERRO DE LAS ROSAS
1,170000,2023-06-06,465.0,219.0,3.0,3.0,3.0,57,-31.379902,-64.232704,2,0.6858604637958285,0.1194473342640639,1.5191543913152696,6.110868676867746,776.2557077625571,0,0,0,0,POINT (-64.232704 -31.379902),CERRO DE LAS ROSAS
1,390000,2023-03-23,1038.0,308.0,3.0,3.0,3.0,57,-31.371626,-64.237232,2,0.3608584153586336,0.0406623386400058,1.3823951249563908,7.084091002078863,1266.2337662337663,0,0,0,0,POINT (-64.237232 -31.371626),CERRO DE LAS ROSAS
1,330000,2023-03-21,826.0,217.0,3.0,3.0,2.0,57,-31.37115,-64.232472,2,0.3690532093641731,0.1249355504374615,1.7864838240881389,6.841653294689488,1520.73732718894,0,0,0,0,POINT (-64.232472 -31.37115),CERRO DE LAS ROSAS
1,155000,2023-08-07,300.0,120.0,5.0,2.0,1.0,57,-31.3800323,-64.2264747,0,1.0242953642593116,0.1243048209832027,1.5001087092154504,5.712767518093774,1291.6666666666667,0,0,0,0,POINT (-64.2264747 -31.3800323),CERRO DE LAS ROSAS
1,114900,2023-08-03,103.0,103.0,2.0,1.0,1.0,57,-31.3707634,-64.2363065,0,0.3901033547003686,0.0369610827113637,1.5108750541379692,7.101255213817288,1115.5339805825242,0,0,0,0,POINT (-64.2363065 -31.3707634),CERRO DE LAS ROSAS
1,250000,2023-08-01,313.0,298.0,3.0,3.0,4.0,291,-31.3772786,-64.2382313,0,0.5082031509832813,0.0152679585166125,1.0180133355807257,6.684560737983298,838.9261744966443,0,0,0,0,POINT (-64.2382313 -31.3772786),URCA
1,280000,2023-07-22,215.0,185.0,3.0,3.0,2.0,90,-31.383823,-64.2293561,0,1.2049569124755055,0.1585671560749269,1.3361534923815543,5.575608874206501,1513.5135135135135,0,0,0,0,POINT (-64.2293561 -31.383823),ESCOBAR
1,239000,2023-07-22,275.0,275.0,4.0,2.0,2.0,57,-31.3747166,-64.2332089,0,0.1552940292750185,0.0930922698022304,1.5555190609775993,6.575128441468881,869.0909090909091,0,0,0,0,POINT (-64.2332089 -31.3747166),CERRO DE LAS ROSAS
1,220000,2023-08-07,700.0,330.0,4.0,3.0,2.0,57,-31.380968,-64.2293389,1,0.92565230293204,0.1734722775046146,1.6515475414443803,5.808377249209181,666.6666666666666,0,0,0,0,POINT (-64.2293389 -31.380968),CERRO DE LAS ROSAS
1,69000,2023-07-26,75.0,56.0,2.0,1.0,1.0,57,-31.37974,-64.23371519999999,2,0.6496478395245573,0.0330112453364721,1.422524124885869,6.189761809678359,1232.142857142857,0,0,0,0,POINT (-64.23371519999999 -31.37974),CERRO DE LAS ROSAS
1,130000,2023-03-29,226.0,137.0,3.0,1.0,2.0,291,-31.3800324,-64.2360678,2,0.691806827461786,0.200209858236753,1.2011207251932838,6.322648471675967,948.9051094890511,0,0,0,0,POINT (-64.2360678 -31.3800324),URCA
1,109000,2023-07-22,176.0,85.0,3.0,1.0,2.0,159,-31.3788151,-64.2332672,2,0.555665880531426,0.0582560007253577,1.4651875645684758,6.235886985784293,1282.3529411764705,0,0,0,0,POINT (-64.2332672 -31.3788151),LAS ROSAS
1,180000,2023-06-09,300.0,175.0,3.0,3.0,2.0,57,-31.3719534,-64.2375598,2,0.3598235704989327,0.0121396063462027,1.335474593163877,7.076733621510667,1028.5714285714287,0,0,0,0,POINT (-64.2375598 -31.3719534),CERRO DE LAS ROSAS
1,320000,2023-06-02,800.0,231.0,3.0,2.0,2.0,57,-31.3726775,-64.23199559999999,2,0.2821416772586427,0.0571905594123057,1.7475469074143508,6.679445261748404,1385.2813852813854,0,0,0,0,POINT (-64.23199559999999 -31.3726775),CERRO DE LAS ROSAS
1,250000,2023-03-21,200.0,200.0,3.0,2.0,2.0,57,-31.3748555,-64.2379768,2,0.3388521086457783,0.2153942907880278,1.130699172422143,6.862674147386838,1250.0,0,0,0,0,POINT (-64.2379768 -31.3748555),CERRO DE LAS ROSAS
1,210000,2023-03-27,967.0,262.0,3.0,2.0,2.0,57,-31.3803299,-64.2272105,2,0.9962843141222956,0.1783861287600465,1.5752272146017263,5.731160159631283,801.5267175572519,0,0,0,0,POINT (-64.2272105 -31.3803299),CERRO DE LAS ROSAS
1,250000,2023-03-23,660.0,220.0,3.0,2.0,1.0,57,-31.3779922,-64.2393892,2,0.6417903205340781,0.1274794134983624,0.8948792951568949,6.706497741214768,1136.3636363636363,0,0,0,0,POINT (-64.2393892 -31.3779922),CERRO DE LAS ROSAS
1,250000,2022-09-02,435.0,215.0,3.0,3.0,2.0,57,-31.3758256,-64.2281156,2,0.6476122365492163,0.1138116611777054,1.6353923133919208,6.177477486732999,1162.7906976744187,0,0,0,0,POINT (-64.2281156 -31.3758256),CERRO DE LAS ROSAS
1,239000,2023-04-17,275.0,275.0,4.0,2.0,2.0,57,-31.374716631765,-64.23320889473,2,0.1552964012754803,0.0930955073868656,1.5555183769651464,6.575125409476375,869.0909090909091,0,0,0,0,POINT (-64.23320889473 -31.374716631765),CERRO DE LAS ROSAS
1,240000,2023-04-26,560.0,248.0,3.0,3.0,2.0,291,-31.3787978,-64.23809349999999,2,0.6349633112296431,0.1761549279415462,1.007568853213343,6.555934808397575,967.741935483871,0,0,0,0,POINT (-64.23809349999999 -31.3787978),URCA
1,250000,2023-05-19,515.0,356.0,4.0,4.0,1.0,57,-31.38253784,-64.22990417,2,1.0533571825991463,0.0836908997757125,1.484720962965224,5.71524951303635,702.2471910112359,0,0,0,0,POINT (-64.22990417 -31.38253784),CERRO DE LAS ROSAS
1,460000,2023-05-16,320.0,300.0,3.0,2.0,2.0,57,-31.365033935725,-64.236459733365,2,1.0067892345249665,0.0635198579767921,1.965646347720233,7.612911657100102,1533.3333333333333,0,0,0,0,POINT (-64.236459733365 -31.365033935725),CERRO DE LAS ROSAS
1,329000,2023-03-02,890.0,357.0,4.0,4.0,5.0,57,-31.3651194,-64.2384082,2,1.0466354317246511,0.0589341875226896,1.8542692786052568,7.716710050760647,921.5686274509804,0,0,0,0,POINT (-64.2384082 -31.3651194),CERRO DE LAS ROSAS
1,130000,2023-02-13,430.0,220.0,5.0,3.0,1.0,57,-31.379835,-64.2261858,2,1.0309558286665144,0.1173819947663569,1.4689799217086716,5.712825128574413,590.9090909090909,0,0,0,0,POINT (-64.2261858 -31.379835),CERRO DE LAS ROSAS
1,255000,2022-09-06,1500.0,450.0,6.0,9.0,2.0,57,-31.3787369,-64.233659,2,0.5399946450144504,0.0252807750359899,1.428372169661431,6.2674938304714765,566.6666666666666,0,0,0,0,POINT (-64.233659 -31.3787369),CERRO DE LAS ROSAS
1,185000,2022-09-15,410.0,310.0,3.0,3.0,2.0,57,-31.3804698,-64.2329574,2,0.7416902845404225,0.1114340369577349,1.499286404912055,6.081380670792075,596.7741935483871,0,0,0,0,POINT (-64.2329574 -31.3804698),CERRO DE LAS ROSAS
1,170000,2023-06-08,465.0,219.0,3.0,3.0,3.0,57,-31.3799016,-64.2327035,2,0.6858297668772537,0.1194967474481715,1.519199844639029,6.110868857464509,776.2557077625571,0,0,0,0,POINT (-64.2327035 -31.3799016),CERRO DE LAS ROSAS
1,165000,2022-11-20,420.0,275.0,3.0,2.0,1.0,57,-31.3780747,-64.2301296,2,0.6235531657664145,0.1488861673538683,1.767305918779014,6.10115781313213,600.0,0,0,0,0,POINT (-64.2301296 -31.3780747),CERRO DE LAS ROSAS
1,260000,2022-12-02,622.0,317.0,4.0,2.0,2.0,57,-31.3800352,-64.2250772,2,1.1274601326823688,0.0707677615551581,1.3703743098941836,5.630442523817625,820.1892744479495,0,0,0,0,POINT (-64.2250772 -31.3800352),CERRO DE LAS ROSAS
1,260000,2023-04-20,578.0,280.0,4.0,4.0,2.0,57,-31.37397766,-64.23674774,2,0.2066735618182212,0.1997844803400356,1.2788305383660858,6.856589170667136,928.5714285714286,0,0,0,0,POINT (-64.23674774 -31.37397766),CERRO DE LAS ROSAS
1,298000,2023-07-14,445.0,445.0,4.0,4.0,5.0,57,-31.3700541,-64.2352228,2,0.4368797924103815,0.1124777265538587,1.6404766012537446,7.098065415318946,669.6629213483146,0,0,0,0,POINT (-64.2352228 -31.3700541),CERRO DE LAS ROSAS
1,290000,2023-07-27,900.0,365.0,4.0,2.0,1.0,57,-31.3661915,-64.2360166,2,0.8728343525426248,0.0967988937246251,1.889844344518534,7.484497123668587,794.5205479452055,0,0,0,0,POINT (-64.2360166 -31.3661915),CERRO DE LAS ROSAS
1,145000,2023-01-23,666.0,280.0,4.0,4.0,2.0,57,-31.3739329,-64.23553110000002,2,0.091142203425305,0.2473280615708587,1.3844044993463165,6.784261323321882,517.8571428571429,0,0,0,0,POINT (-64.23553110000002 -31.3739329),CERRO DE LAS ROSAS
1,175000,2023-06-29,327.0,230.0,3.0,2.0,2.0,57,-31.360017,-64.2397761,2,1.625492064640388,0.1021567928221775,2.304868798091848,8.24909565482153,760.8695652173913,0,0,0,0,POINT (-64.2397761 -31.360017),CERRO DE LAS ROSAS
1,159000,2023-07-20,500.0,181.0,3.0,2.0,1.0,57,-31.3813395,-64.2277661,2,1.0457978109160984,0.2416377750381698,1.6024170944706908,5.679173167350695,878.4530386740331,0,0,0,0,POINT (-64.2277661 -31.3813395),CERRO DE LAS ROSAS
1,120000,2023-08-04,170.0,140.0,3.0,2.0,2.0,291,-31.375646,-64.2272275,2,0.7224230732489809,0.0614411718664786,1.5539071162042002,6.142989010307579,857.1428571428571,0,0,0,0,POINT (-64.2272275 -31.375646),URCA
1,180000,2023-08-05,510.0,230.0,3.0,3.0,1.0,57,-31.3689882,-64.2393328,2,0.7127174905828494,0.2630874955029826,1.450272752235868,7.436794818816594,782.6086956521739,0,0,0,0,POINT (-64.2393328 -31.3689882),CERRO DE LAS ROSAS
2,299000,2022-12-07,219.0,204.0,3.0,2.0,2.0,57,-31.381110144715,-64.224561452866,2,1.240172811606993,0.0934022363033262,1.3544301020636205,5.506029334576234,1465.686274509804,0,0,0,0,POINT (-64.224561452866 -31.381110144715),CERRO DE LAS ROSAS
2,350000,2022-10-17,230.0,230.0,3.0,2.0,2.0,57,-31.3813038,-64.2242904,2,1.2737253083205091,0.1268793479103155,1.3368589718274189,5.473217888075999,1521.7391304347825,0,0,0,0,POINT (-64.2242904 -31.3813038),CERRO DE LAS ROSAS
1,49000,2023-10-19,300.0,110.0,4.0,2.0,2.0,3,-31.407469,-64.26476,2,0.9802645548725556,0.063141035254621,0.5843207284196149,7.343898842023315,445.45454545454544,0,0,0,0,POINT (-64.26476 -31.407469),20 DE JUNIO
1,80000,2023-10-17,300.0,273.0,4.0,2.0,1.0,114,-31.4079961,-64.2657508,1,0.9806379541194066,0.1356172978410675,0.6768908593795115,7.425341461859597,293.040293040293,0,0,0,0,POINT (-64.2657508 -31.4079961),INDUSTRIAL
1,80000,2023-09-28,300.0,273.0,4.0,2.0,1.0,3,-31.407881,-64.26458,0,0.931928231837615,0.0713634810183616,0.6213555798930959,7.318474542874399,293.040293040293,0,0,0,0,POINT (-64.26458 -31.407881),20 DE JUNIO
1,80000,2023-08-30,300.0,273.0,4.0,2.0,1.0,114,-31.40791081186606,-64.26488515392762,0,0.9436072263514048,0.0992398202829266,0.6343806730218982,7.34631764310773,293.040293040293,0,0,0,0,POINT (-64.26488515392762 -31.40791081186606),INDUSTRIAL
1,54900,2023-07-27,300.0,130.0,2.0,1.0,2.0,3,-31.4103683,-64.2668921,1,0.8625841515275229,0.1248776267132269,0.9127771610241208,7.489148763218342,422.3076923076923,0,0,0,0,POINT (-64.2668921 -31.4103683),20 DE JUNIO
1,49500,2022-12-10,85.0,85.0,2.0,1.0,1.0,3,-31.4090106,-64.2622432,2,0.7258559506932234,0.0503759845818701,0.7140804314111281,7.077693456591992,582.3529411764706,0,0,0,0,POINT (-64.2622432 -31.4090106),20 DE JUNIO
1,49000,2023-07-08,300.0,110.0,3.0,2.0,2.0,3,-31.40767189999999,-64.2648972,2,0.9670587517965088,0.0841675834283276,0.61011862059424,7.352397108418919,445.45454545454544,0,0,0,0,POINT (-64.2648972 -31.40767189999999),20 DE JUNIO
1,83000,2023-04-03,272.0,272.0,4.0,2.0,1.0,114,-31.4079013,-64.2648889,2,0.9446971142997714,0.099201664125278,0.6335234868731222,7.346862590800768,305.1470588235294,0,0,0,0,POINT (-64.2648889 -31.4079013),INDUSTRIAL
1,52000,2023-08-02,300.0,95.0,2.0,1.0,1.0,3,-31.4072896823,-64.259427125,2,0.8787972921311441,0.2147649340827137,0.5968414798220318,6.8519760542901205,547.3684210526316,0,0,0,0,POINT (-64.259427125 -31.4072896823),20 DE JUNIO
1,155000,2023-10-19,525.0,179.0,4.0,2.0,2.0,103,-31.34613,-64.247904,2,1.895804112334916,0.2478103805265765,1.018084595822218,9.956450577656875,865.9217877094972,0,0,0,0,POINT (-64.247904 -31.34613),GRANJA DE FUNES
1,155000,2023-10-24,630.0,165.0,3.0,2.0,2.0,103,-31.345305,-64.24491,2,1.955894284486538,0.2123787031170629,1.202214528862538,9.87624463095521,939.3939393939394,0,0,0,0,POINT (-64.24491 -31.345305),GRANJA DE FUNES
1,235000,2023-10-30,500.0,204.0,3.0,3.0,2.0,103,-31.35425,-64.242828,2,2.212376448979771,0.1202950555189292,2.0058458662357537,8.93958492756468,1151.9607843137255,0,0,0,0,POINT (-64.242828 -31.35425),GRANJA DE FUNES
