tipoPropiedad,precioUSD,fechaUltimaActualizacion,terrenoTotal,terrenoEdificado,cantDormitorios,cantBanos,cantCochera,barrio,coordX,coordY,vendedor,comisariaCercana,transporteCercano,saludCercana,distanciaCentro,pm2,valComisaria,valTransporte,valSalud,valoracionServicios,geometry,barrioName
1,135000,2023-02-06,200.0,122.0,3.0,2.0,2.0,299,-31.322495,-64.286762,2,2.936626086599752,0.175575218869775,0.8376158343917938,14.293010641439396,1106.5573770491803,0,0,0,0,POINT (-64.286762 -31.322495),VILLA 9 DE JULIO
1,130000,2023-02-16,175.0,120.0,3.0,2.0,2.0,304,-31.32209041869774,-64.28740897777098,2,3.009448101221941,0.148757360453224,0.8246985724635235,14.36716318436881,1083.3333333333333,0,0,0,0,POINT (-64.28740897777098 -31.32209041869774),VILLA ALLENDE PARQUE
1,88000,2023-06-13,118.0,107.0,2.0,1.0,2.0,28,-31.3342496,-64.2664361,2,1.0349143772721094,0.0796520911913218,0.7885846686938653,12.060244113844998,822.4299065420561,0,0,0,0,POINT (-64.2664361 -31.3342496),ARGUELLO
1,115000,2023-06-10,185.0,125.0,3.0,2.0,1.0,139,-31.3225019,-64.2867456,2,2.9350821588908103,0.1767599314283809,0.8376890918343537,14.29141469493217,920.0,0,0,0,0,POINT (-64.2867456 -31.3225019),LA CATALINA
1,65000,2023-05-04,523.0,104.0,2.0,1.0,1.0,299,-31.324609,-64.2869023,2,2.759834411536923,0.1856106527045554,1.0612230374640033,14.124056514058765,625.0,0,0,0,0,POINT (-64.2869023 -31.324609),VILLA 9 DE JULIO
1,89900,2023-02-28,145.0,125.0,2.0,1.0,1.0,28,-31.3318148,-64.2663281,2,0.9542004912738626,0.2107978846914938,0.6127791692313795,12.269561962129783,719.2,0,0,0,0,POINT (-64.2663281 -31.3318148),ARGUELLO
1,130000,2023-02-24,180.0,112.0,3.0,2.0,1.0,322,-31.3221359929,-64.2884843714,2,3.068010284347529,0.1027454798408415,0.8829952506829848,14.430072215561731,1160.7142857142858,0,0,0,0,POINT (-64.2884843714 -31.3221359929),VILLA RIVERA INDARTE
1,155000,2023-02-04,150.0,145.0,3.0,2.0,1.0,275,-31.3354592,-64.2634237,2,0.8545877012115651,0.0473613359357475,0.8364747331817286,11.779868924846978,1068.9655172413793,0,0,0,0,POINT (-64.2634237 -31.3354592),SOLARES DE SANTA MARIA
1,59900,2023-06-03,130.0,130.0,3.0,2.0,2.0,29,-31.33159256,-64.26506805,2,0.8323612593531269,0.1037234186706883,0.7042080717222563,12.218081314688217,460.7692307692308,0,0,0,0,POINT (-64.26506805 -31.33159256),ARGUELLO NORTE
1,120000,2023-02-25,213.0,118.0,3.0,1.0,1.0,139,-31.3223745,-64.2860352,2,2.9069714823320405,0.2451397849304403,0.7995196782686269,14.258420138992694,1016.9491525423729,0,0,0,0,POINT (-64.2860352 -31.3223745),LA CATALINA
1,90000,2022-11-26,430.0,140.0,3.0,1.0,1.0,28,-31.3334414,-64.2638613,2,0.7746599471443092,0.1481229381647699,0.7295590403752714,11.984591070809977,642.8571428571429,0,0,0,0,POINT (-64.2638613 -31.3334414),ARGUELLO
1,65000,2022-11-17,523.0,104.0,2.0,1.0,1.0,242,-31.324481,-64.28483849999999,2,2.6504595747231847,0.2301981329938988,0.9991274284466072,14.006434275509523,625.0,0,0,0,0,POINT (-64.28483849999999 -31.324481),RIVERA INDARTE
1,99000,2023-04-19,125.0,125.0,3.0,2.0,1.0,299,-31.3210659,-64.28526699999999,2,2.946136335024061,0.3245932195795802,0.6382215015793727,14.322920089423302,792.0,0,0,0,0,POINT (-64.28526699999999 -31.3210659),VILLA 9 DE JULIO
1,61800,2023-07-12,98.0,82.0,2.0,1.0,1.0,28,-31.329748243855,-64.284203052521,2,2.162817173358015,0.3959343552910196,1.1921778817836657,13.526552576501944,753.6585365853658,0,0,0,0,POINT (-64.284203052521 -31.329748243855),ARGUELLO
1,150000,2023-07-20,250.0,155.0,3.0,3.0,1.0,29,-31.3355943,-64.2622432,2,0.7802497000098062,0.0830437403158329,0.7740751854548972,11.700744239037936,967.741935483871,0,0,0,0,POINT (-64.2622432 -31.3355943),ARGUELLO NORTE
1,85000,2023-04-28,200.0,124.0,2.0,1.0,1.0,28,-31.3313856,-64.265857,2,0.904534811319894,0.1489326587301061,0.6270064512083505,12.28109709066132,685.483870967742,0,0,0,0,POINT (-64.265857 -31.3313856),ARGUELLO
1,117000,2023-05-22,180.0,125.0,3.0,3.0,1.0,139,-31.3223816,-64.2860568999999,2,2.907518946692248,0.2429352441170952,0.8009601952339068,14.259152234047752,936.0,0,0,0,0,POINT (-64.2860568999999 -31.3223816),LA CATALINA
1,88000,2023-05-13,150.0,82.0,3.0,2.0,1.0,28,-31.327003,-64.26883959999999,2,1.2534494971335028,0.129864314966445,0.3354696432144309,12.841453944083204,1073.1707317073171,0,0,0,0,POINT (-64.26883959999999 -31.327003),ARGUELLO
1,110000,2022-11-12,,100.0,3.0,3.0,1.0,139,-31.3244418,-64.2884279,2,2.8683951599121467,0.1124541288567391,0.9361362861994372,14.233875970399914,1100.0,0,0,0,0,POINT (-64.2884279 -31.3244418),LA CATALINA
1,97000,2023-06-08,178.0,178.0,3.0,1.0,1.0,299,-31.3326998,-64.2672381,2,1.0563119148703817,0.2426662744496671,0.6091498678574201,12.24329857002639,544.943820224719,0,0,0,0,POINT (-64.2672381 -31.3326998),VILLA 9 DE JULIO
1,125000,2023-01-07,1380.0,200.0,3.0,2.0,3.0,28,-31.33434269999999,-64.26511099999999,2,0.9243927274113574,0.1771380664346923,0.881122420070806,11.975533886859052,625.0,0,0,0,0,POINT (-64.26511099999999 -31.33434269999999),ARGUELLO
2,135000,2023-03-06,137.0,137.0,2.0,2.0,1.0,28,-31.33538628,-64.26422882,2,0.9111059593409018,0.10197690053258,0.8862428983544838,11.832447637685569,985.4014598540145,0,0,0,0,POINT (-64.26422882 -31.33538628),ARGUELLO
2,135000,2023-02-09,100.0,100.0,2.0,2.0,1.0,322,-31.3350485,-64.2652241,2,0.9707595441261272,0.1473873396767222,0.9308559866364902,11.91965171817422,1350.0,0,0,0,0,POINT (-64.2652241 -31.3350485),VILLA RIVERA INDARTE
1,195000,2023-10-17,500.0,250.0,3.0,4.0,4.0,12,-31.381607,-64.221008,0,1.5181618654056488,0.2308050860495641,1.0619326795915105,5.2597214252185465,780.0,0,0,0,0,POINT (-64.221008 -31.381607),ALTO VERDE
1,110000,2023-11-01,180.0,180.0,3.0,2.0,1.0,308,-31.380823,-64.216545,2,1.3367633981119966,0.0592757590539502,0.6529067625939844,5.09984017695269,611.1111111111111,0,0,0,0,POINT (-64.216545 -31.380823),VILLA CABRERA
1,275000,2023-11-01,470.0,390.0,3.0,4.0,4.0,18,-31.381394,-64.219615,2,1.5043677634503416,0.1807223335799631,0.933674334136002,5.203574948363215,705.1282051282051,0,0,0,0,POINT (-64.219615 -31.381394),ALTOS DE VILLA CABRERA
2,115000,2023-10-31,100.0,100.0,3.0,2.0,1.0,18,-31.38203,-64.219774,2,1.4394680416229355,0.2511543869782742,0.9823571048580164,5.153822601348158,1150.0,0,0,0,0,POINT (-64.219774 -31.38203),ALTOS DE VILLA CABRERA
1,160000,2023-11-01,483.0,175.0,3.0,3.0,2.0,18,-31.38276134788628,-64.2204392816147,2,1.379331367473393,0.1785381307948303,1.0795066263189128,5.123977951497102,914.2857142857143,0,0,0,0,POINT (-64.2204392816147 -31.38276134788628),ALTOS DE VILLA CABRERA
1,250000,2023-11-14,400.0,400.0,4.0,5.0,3.0,18,-31.3815297,-64.2210239,2,1.5267908253581106,0.2331257296181116,1.0595034939136203,5.267595232076615,625.0,0,0,0,0,POINT (-64.2210239 -31.3815297),ALTOS DE VILLA CABRERA
1,125000,2023-11-06,223.0,122.0,3.0,2.0,2.0,308,-31.3829112,-64.2214328,2,1.3960973058570154,0.1099339954488398,1.167821065428111,5.166453526379695,1024.5901639344263,0,0,0,0,POINT (-64.2214328 -31.3829112),VILLA CABRERA
1,100000,2023-11-15,250.0,140.0,3.0,2.0,1.0,12,-31.379707,-64.220742,2,1.4219020347010427,0.030800106282109,0.962167230897394,5.418888410132968,714.2857142857143,0,0,0,0,POINT (-64.220742 -31.379707),ALTO VERDE
1,110000,2023-11-15,326.0,220.0,4.0,2.0,2.0,12,-31.381914,-64.216486,2,1.4059758026977405,0.0802858073312277,0.7268637953064138,4.99338517416692,500.0,0,0,0,0,POINT (-64.216486 -31.381914),ALTO VERDE
1,440000,2023-11-15,900.0,450.0,3.0,4.0,2.0,146,-31.381889,-64.219551,2,1.4494464861284484,0.226613952292459,0.9561043659262004,5.154696556644106,977.7777777777778,0,0,0,0,POINT (-64.219551 -31.381889),LA RUFINA
1,150000,2023-09-19,301.0,153.0,3.0,2.0,2.0,18,-31.381104,-64.218328,1,1.4327348295451434,0.1086863692931252,0.8115621094747574,5.162970573470369,980.3921568627451,0,0,0,0,POINT (-64.218328 -31.381104),ALTOS DE VILLA CABRERA
1,135000,2023-09-16,362.0,339.0,4.0,2.0,2.0,35,-31.3820455,-64.2223025,0,1.4724638716654423,0.1308252075844631,1.193741771333096,5.292998017863157,398.2300884955752,0,0,0,0,POINT (-64.2223025 -31.3820455),BAJO PALERMO
1,154900,2023-09-14,428.0,203.0,3.0,2.0,3.0,308,-31.382994,-64.221779,0,1.4003076859366483,0.0758661238289031,1.200632374036647,5.17887840309774,763.0541871921182,0,0,0,0,POINT (-64.221779 -31.382994),VILLA CABRERA
1,104500,2023-09-06,384.0,186.0,4.0,1.0,2.0,308,-31.3805606,-64.2187553,1,1.398008148027343,0.0809230119727363,0.8187129616365995,5.2357357116094505,561.8279569892474,0,0,0,0,POINT (-64.2187553 -31.3805606),VILLA CABRERA
1,110000,2023-09-04,326.0,220.0,3.0,2.0,1.0,12,-31.3819141,-64.2164856,0,1.4059632224790322,0.0802816923806634,0.7268442425968591,4.993355740466028,500.0,0,0,0,0,POINT (-64.2164856 -31.3819141),ALTO VERDE
1,159000,2023-07-01,483.0,175.0,3.0,3.0,2.0,18,-31.382784,-64.220385,2,1.375338980935186,0.1777954367532868,1.0766326054513484,5.1189183419828,908.5714285714286,0,0,0,0,POINT (-64.220385 -31.382784),ALTOS DE VILLA CABRERA
1,158000,2023-08-07,428.0,203.0,3.0,2.0,3.0,308,-31.3829937,-64.2217789,0,1.400334519437306,0.0758863554880216,1.200606891815268,5.17889924671475,778.3251231527094,0,0,0,0,POINT (-64.2217789 -31.3829937),VILLA CABRERA
1,270000,2023-08-04,550.0,300.0,4.0,4.0,2.0,12,-31.3820433,-64.2223024,1,1.4723217323616906,0.1310670882436669,1.1936266725658724,5.293187908534184,900.0,0,0,0,0,POINT (-64.2223024 -31.3820433),ALTO VERDE
1,135000,2023-06-29,375.0,153.0,3.0,2.0,1.0,18,-31.3816066,-64.2210061,2,1.5181465805503969,0.230952763950021,1.061751312115823,5.259652823465646,882.3529411764706,0,0,0,0,POINT (-64.2210061 -31.3816066),ALTOS DE VILLA CABRERA
1,157000,2022-09-19,337.0,229.0,4.0,3.0,3.0,18,-31.3822774,-64.2210079,2,1.4476919592551925,0.1789056634253326,1.0970450722020142,5.199227066072119,685.589519650655,0,0,0,0,POINT (-64.2210079 -31.3822774),ALTOS DE VILLA CABRERA
1,135000,2023-07-29,375.0,152.0,3.0,2.0,1.0,18,-31.38167259999999,-64.2205003,2,1.4965226080176477,0.2452512801979063,1.0223630361271931,5.225897288146093,888.1578947368421,0,0,0,0,POINT (-64.2205003 -31.38167259999999),ALTOS DE VILLA CABRERA
2,115000,2023-06-15,125.0,100.0,3.0,2.0,1.0,18,-31.3820298,-64.2197738,2,1.4394847140342948,0.2511299154753895,0.9823292426610476,5.153830042416193,1150.0,0,0,0,0,POINT (-64.2197738 -31.3820298),ALTOS DE VILLA CABRERA
1,89000,2023-10-17,250.0,180.0,3.0,2.0,1.0,71,-31.435472,-64.147847,0,0.8842087926640697,0.0391016804251122,0.4195385547736893,4.245053809690346,494.44444444444446,0,0,0,0,POINT (-64.147847 -31.435472),COLON
1,95000,2023-10-03,174.0,260.0,4.0,2.0,2.0,71,-31.435637,-64.151818,0,1.1248611580190395,0.0313755114530148,0.5501568399861688,3.911185518238735,365.38461538461536,0,0,0,0,POINT (-64.151818 -31.435637),COLON
1,70000,2023-11-01,300.0,160.0,3.0,2.0,1.0,71,-31.435986,-64.149996,2,0.970423290704912,0.0735046927629026,0.4156606937567183,4.083628539992504,437.5,0,0,0,0,POINT (-64.149996 -31.435986),COLON
1,82000,2023-10-02,214.0,214.0,3.0,2.0,2.0,71,-31.435649,-64.1500186,0,0.9985198168196804,0.0393665594671268,0.4496830660385572,4.065624521040338,383.1775700934579,0,0,0,0,POINT (-64.1500186 -31.435649),COLON
1,68600,2023-09-18,214.0,192.0,5.0,2.0,4.0,293,-31.440101353403,-64.146530628204,0,0.4262828290260521,0.2466115717786827,0.1572724177535695,4.585921025397401,357.2916666666667,0,0,0,0,POINT (-64.146530628204 -31.440101353403),URQUIZA
1,89500,2023-03-04,320.0,155.0,3.0,2.0,1.0,293,-31.4369897,-64.1469829,2,0.6987038666071145,0.2190506466347376,0.2639258288338239,4.389705440473779,577.4193548387096,0,0,0,0,POINT (-64.1469829 -31.4369897),URQUIZA
1,99000,2023-04-28,250.0,180.0,3.0,2.0,1.0,71,-31.4354719,-64.1478467,2,0.8842023272930187,0.0391230996715401,0.4195496945371685,4.245075389579321,550.0,0,0,0,0,POINT (-64.1478467 -31.4354719),COLON
1,95000,2023-10-17,300.0,150.0,3.0,1.0,1.0,75,-31.428669,-64.16704,0,0.8403169217721244,0.0102056308330984,1.2609248459643811,2.2739693461248995,633.3333333333334,0,0,0,0,POINT (-64.16704 -31.428669),CRISOL NORTE
1,135000,2023-11-01,355.0,175.0,3.0,2.0,1.0,75,-31.427544,-64.16618,2,0.9884320003320742,0.1391565903544792,1.369963873806498,2.300408991340814,771.4285714285714,0,0,0,0,POINT (-64.16618 -31.427544),CRISOL NORTE
1,100000,2023-11-01,400.0,215.0,3.0,2.0,1.0,75,-31.429525,-64.166434,2,0.813374255873819,0.0934941823147657,1.156260776900097,2.36687418403252,465.1162790697674,0,0,0,0,POINT (-64.166434 -31.429525),CRISOL NORTE
2,95000,2023-11-01,65.0,65.0,2.0,1.0,1.0,75,-31.425491,-64.168814,2,0.9152045348911314,0.0546448619449067,1.4587139446322028,1.988907835123451,1461.5384615384614,0,0,0,0,POINT (-64.168814 -31.425491),CRISOL NORTE
1,94900,2023-10-23,230.0,230.0,4.0,2.0,2.0,75,-31.4269081,-64.1652995,2,1.0964342627174282,0.2228231119911572,1.4316428091429625,2.3548842683775666,412.60869565217394,0,0,0,0,POINT (-64.1652995 -31.4269081),CRISOL NORTE
1,115000,2023-11-15,299.0,220.0,4.0,2.0,1.0,75,-31.429999,-64.167861,2,0.6787864980873634,0.0733008163375491,1.1380463643415544,2.27133414178946,522.7272727272727,0,0,0,0,POINT (-64.167861 -31.429999),CRISOL NORTE
1,65000,2023-09-20,240.0,240.0,4.0,2.0,2.0,75,-31.429363,-64.1671131,0,0.7789637215479005,0.0864643534583381,1.1872155647207427,2.3011571811891742,270.8333333333333,0,0,0,0,POINT (-64.1671131 -31.429363),CRISOL NORTE
2,70000,2023-09-18,50.0,50.0,1.0,1.0,1.0,75,-31.426393,-64.16552,0,1.127289006538411,0.2481613516336632,1.4849641632966428,2.317152507621409,1400.0,0,0,0,0,POINT (-64.16552 -31.426393),CRISOL NORTE
1,68000,2023-08-16,304.0,140.0,2.0,1.0,1.0,75,-31.4282893,-64.1659928,2,0.9386570483787692,0.0652894846231471,1.285460641492326,2.347865414603338,485.7142857142857,0,0,0,0,POINT (-64.1659928 -31.4282893),CRISOL NORTE
1,90000,2022-10-12,194.0,181.0,3.0,2.0,1.0,75,-31.426603,-64.164372,2,1.1805293880855383,0.1824294612744071,1.461953666618367,2.4280695488113406,497.23756906077347,0,0,0,0,POINT (-64.164372 -31.426603),CRISOL NORTE
1,100000,2023-05-22,353.0,282.0,5.0,3.0,2.0,178,-31.4265561,-64.1646962,2,1.163632273353843,0.1978734791821823,1.467799051159762,2.397154150613635,354.6099290780142,0,0,0,0,POINT (-64.1646962 -31.4265561),MAIPU SECCION 1
1,100000,2023-04-13,400.0,215.0,4.0,2.0,1.0,75,-31.42960508493736,-64.16643937182769,2,0.8071294907168911,0.1009752428758957,1.14759897863143,2.370373574627959,465.1162790697674,0,0,0,0,POINT (-64.16643937182769 -31.42960508493736),CRISOL NORTE
2,92000,2023-06-30,89.0,89.0,2.0,2.0,1.0,75,-31.4260013,-64.1658901,2,1.1411133938531115,0.2404214731349395,1.4464635545668167,2.270736167193273,1033.7078651685392,0,0,0,0,POINT (-64.1658901 -31.4260013),CRISOL NORTE
2,100000,2023-03-21,65.0,65.0,2.0,1.0,1.0,75,-31.42556763,-64.16887665,2,0.914560817801466,0.0542474275556698,1.4687385132575577,1.985831764454768,1538.4615384615386,0,0,0,0,POINT (-64.16887665 -31.42556763),CRISOL NORTE
2,90000,2023-07-21,89.0,89.0,2.0,1.0,1.0,75,-31.426065,-64.1659069,2,1.1344223471411208,0.2465661349981169,1.4537040038998488,2.271267783232024,1011.2359550561798,0,0,0,0,POINT (-64.1659069 -31.426065),CRISOL NORTE
1,120000,2023-10-17,325.0,250.0,3.0,2.0,1.0,257,-31.398157,-64.196888,0,0.6946757914186493,0.0870377725284426,0.2170142811270925,2.557832706462618,480.0,0,0,0,0,POINT (-64.196888 -31.398157),SAN MARTIN
1,145000,2023-10-31,135.0,115.0,3.0,3.0,2.0,190,-31.395373,-64.194659,2,0.7377290895226929,0.0047132122054399,0.2162182110477657,2.805177044672185,1260.8695652173913,0,0,0,0,POINT (-64.194659 -31.395373),MIRADORES DE MANANTIALES
1,75000,2023-11-01,184.0,114.0,3.0,1.0,1.0,257,-31.402632,-64.191514,2,1.024114508930792,0.1413795199488244,0.6383147430080054,1.959354526445298,657.8947368421053,0,0,0,0,POINT (-64.191514 -31.402632),SAN MARTIN
1,65000,2023-11-01,116.0,116.0,2.0,2.0,1.0,257,-31.388589,-64.198009,2,0.7130948631411821,0.117441944170587,0.6828547883925568,3.611221071063471,560.3448275862069,0,0,0,0,POINT (-64.198009 -31.388589),SAN MARTIN
1,65000,2023-11-01,280.0,175.0,4.0,1.0,1.0,257,-31.386977,-64.193708,2,1.0452033470960036,0.0574711001777692,0.9000204055792094,3.712447799303898,371.42857142857144,0,0,0,0,POINT (-64.193708 -31.386977),SAN MARTIN
2,44000,2023-11-02,59.0,51.0,1.0,1.0,1.0,257,-31.3968865,-64.1985802,2,0.4809140801661084,0.083912391168238,0.3034740206406971,2.7430266269476014,862.7450980392157,0,0,0,0,POINT (-64.1985802 -31.3968865),SAN MARTIN
2,57000,2023-11-06,90.0,90.0,3.0,1.0,1.0,257,-31.3935248,-64.1944508,2,0.7399825180457502,0.1293714070474189,0.2523803935802761,3.003295653249366,633.3333333333334,0,0,0,0,POINT (-64.1944508 -31.3935248),SAN MARTIN
2,46900,2023-10-11,126.0,126.0,2.0,2.0,1.0,257,-31.3988874,-64.19396929999999,0,0.9613275773954744,0.0226396232889889,0.359602325169852,2.4092081554036127,372.22222222222223,0,0,0,0,POINT (-64.19396929999999 -31.3988874),SAN MARTIN
1,66000,2023-11-07,166.0,107.0,4.0,3.0,2.0,257,-31.3929305,-64.1983486,2,0.3840484204207403,0.0528601798728602,0.2419844962556694,3.1540936594007123,616.8224299065421,0,0,0,0,POINT (-64.1983486 -31.3929305),SAN MARTIN
2,69000,2023-11-10,150.0,110.0,2.0,2.0,1.0,257,-31.3908205,-64.2016995,2,0.3452023484469967,0.1382857942101962,0.631897762635061,3.478292914968252,627.2727272727273,0,0,0,0,POINT (-64.2016995 -31.3908205),SAN MARTIN
2,61900,2023-11-14,116.0,99.0,2.0,1.0,1.0,257,-31.3969543,-64.1976999,2,0.5489159742385366,0.0690083930247058,0.2723254714885966,2.708732167110994,625.2525252525253,0,0,0,0,POINT (-64.1976999 -31.3969543),SAN MARTIN
1,120000,2023-10-07,255.0,236.0,3.0,4.0,1.0,257,-31.3859003,-64.1997327,2,0.9197406036195426,0.0228192258873097,1.0115210672066437,3.9418451605051295,508.47457627118644,0,0,0,0,POINT (-64.1997327 -31.3859003),SAN MARTIN
1,45000,2023-09-17,130.0,80.0,3.0,1.0,1.0,257,-31.386677,-64.199219,1,0.8517306877829414,0.1102162286782024,0.9152840560993256,3.845768216686356,562.5,0,0,0,0,POINT (-64.199219 -31.386677),SAN MARTIN
1,145000,2023-09-20,390.0,180.0,4.0,3.0,1.0,257,-31.39162,-64.201252,0,0.2692262696336522,0.1460899811601024,0.5419981138958186,3.380141936853943,805.5555555555555,0,0,0,0,POINT (-64.201252 -31.39162),SAN MARTIN
1,145999,2023-09-14,315.0,345.0,4.0,2.0,3.0,258,-31.386316,-64.199188,0,0.8905902958808412,0.0873558361249169,0.9534485078307758,3.883826279808649,423.1855072463768,0,0,0,0,POINT (-64.199188 -31.386316),SAN MARTIN NORTE
1,145999,2023-09-15,345.0,315.0,4.0,2.0,3.0,257,-31.3863163,-64.19918823,0,0.8905516553471285,0.0873546309245463,0.9534213920252153,3.883799554856546,463.4888888888889,0,0,0,0,POINT (-64.19918823 -31.3863163),SAN MARTIN
1,46000,2023-08-22,124.0,158.0,3.0,4.0,1.0,257,-31.388785,-64.199015,0,0.6448180951890062,0.0235858146281313,0.6848804957685042,3.614507968733677,291.1392405063291,0,0,0,0,POINT (-64.199015 -31.388785),SAN MARTIN
1,66000,2023-08-13,223.0,144.0,3.0,1.0,1.0,257,-31.3946319,-64.198812,2,0.3351856539414081,0.1475006016249379,0.1940093724843688,2.9870743013625085,458.3333333333333,0,0,0,0,POINT (-64.198812 -31.3946319),SAN MARTIN
1,125000,2023-02-08,259.0,200.0,4.0,4.0,1.0,7,-31.400246,-64.194861,2,0.9728548332130894,0.1130146550026575,0.252676209833521,2.281364620770531,625.0,0,0,0,0,POINT (-64.194861 -31.400246),ALTA CORDOBA
1,60000,2023-07-04,70.0,70.0,2.0,1.0,2.0,257,-31.385231,-64.198751,2,1.0181690780958406,0.1381634437348858,1.0628113722051813,3.990621129869368,857.1428571428571,0,0,0,0,POINT (-64.198751 -31.385231),SAN MARTIN
2,50000,2023-06-01,52.0,52.0,1.0,1.0,1.0,257,-31.390392,-64.201823,2,0.3910466832017832,0.1088005771993539,0.6731483594376577,3.52702223264408,961.5384615384615,0,0,0,0,POINT (-64.201823 -31.390392),SAN MARTIN
1,45000,2022-12-01,130.0,80.0,3.0,1.0,1.0,257,-31.38667679,-64.19921875,2,0.8517606566105669,0.1102495132041131,0.91530060888692,3.845784682213943,562.5,0,0,0,0,POINT (-64.19921875 -31.38667679),SAN MARTIN
1,46000,2022-11-19,192.0,139.0,2.0,2.0,1.0,257,-31.4004,-64.194012,2,1.0103725287070495,0.1265405695414091,0.3346347260819252,2.245687928316807,330.9352517985611,0,0,0,0,POINT (-64.194012 -31.4004),SAN MARTIN
1,99000,2023-06-17,166.0,166.0,3.0,2.0,1.0,257,-31.3990678,-64.1937502,2,0.9899005116823468,0.0208320596945774,0.3728454147091497,2.385390368504571,596.3855421686746,0,0,0,0,POINT (-64.1937502 -31.3990678),SAN MARTIN
1,65000,2022-08-27,280.0,175.0,4.0,1.0,1.0,257,-31.386977,-64.1937082,2,1.0452175105908452,0.0574896007356771,0.9000142792535579,3.7124501809586863,371.42857142857144,0,0,0,0,POINT (-64.1937082 -31.386977),SAN MARTIN
1,47000,2023-04-12,157.0,157.0,3.0,2.0,1.0,257,-31.3982838,-64.1943864,2,0.890804735186189,0.0265583163122017,0.3548104717562619,2.48310641801646,299.3630573248408,0,0,0,0,POINT (-64.1943864 -31.3982838),SAN MARTIN
1,45000,2023-01-20,128.0,88.0,2.0,1.0,1.0,257,-31.390287,-64.1955869,2,0.7475401040042914,0.0491642293969312,0.4966280621814118,3.377049939299471,511.3636363636364,0,0,0,0,POINT (-64.1955869 -31.390287),SAN MARTIN
1,110000,2023-06-30,180.0,150.0,2.0,2.0,1.0,257,-31.4010982,-64.1954908,2,0.8612440485788826,0.0879906385909135,0.2253338134701999,2.206248142468169,733.3333333333334,0,0,0,0,POINT (-64.1954908 -31.4010982),SAN MARTIN
1,56000,2023-07-19,104.0,96.0,3.0,1.0,1.0,257,-31.3932755,-64.1989011,2,0.323771781491649,0.0010716355245268,0.2528753326538278,3.1330118697630227,583.3333333333334,0,0,0,0,POINT (-64.1989011 -31.3932755),SAN MARTIN
1,164900,2023-06-08,350.0,345.0,4.0,3.0,2.0,257,-31.386317,-64.1991899,2,0.8904265671045261,0.0872602248480374,0.9533840591501912,3.883764505703793,477.9710144927536,0,0,0,0,POINT (-64.1991899 -31.386317),SAN MARTIN
1,160000,2023-07-19,261.0,261.0,4.0,2.0,3.0,257,-31.3902179,-64.201699,2,0.4116020094952539,0.0874877392014703,0.678695755869507,3.541075034220274,613.0268199233717,0,0,0,0,POINT (-64.201699 -31.3902179),SAN MARTIN
1,173000,2023-07-04,345.0,315.0,4.0,3.0,1.0,257,-31.3863429,-64.1992616,2,0.8855103621152352,0.0831885149135463,0.9522581156764952,3.882713514529988,549.2063492063492,0,0,0,0,POINT (-64.1992616 -31.3863429),SAN MARTIN
2,135000,2023-06-02,135.0,135.0,3.0,2.0,1.0,67,-31.3906059,-64.1926708,2,0.7414423264939881,0.3176094163898367,0.5935136806525718,3.3001047066922014,1000.0,0,0,0,0,POINT (-64.1926708 -31.3906059),COFICO
1,350000,2023-10-17,490.0,303.0,4.0,4.0,1.0,243,-31.436349,-64.179489,0,0.6660944785982509,0.2491980923382559,1.366939497204609,2.0112250160363807,1155.1155115511551,0,0,0,0,POINT (-64.179489 -31.436349),ROGELIO MARTINEZ
1,71500,2023-08-01,190.0,180.0,2.0,1.0,1.0,289,-31.4334157,-64.1849509,0,1.1436404095202903,0.0386506715569729,1.428265306236871,1.5250155341862546,397.22222222222223,0,0,0,0,POINT (-64.1849509 -31.4334157),TTE BENJAMIN MATIENZO
1,299999,2023-07-29,319.0,284.0,4.0,4.0,1.0,243,-31.4363394,-64.1794854,0,0.665418630322759,0.2480803696700928,1.3675567262378077,2.0104162503585186,1056.3345070422536,0,0,0,0,POINT (-64.1794854 -31.4363394),ROGELIO MARTINEZ
1,140000,2022-11-25,263.0,160.0,3.0,2.0,2.0,207,-31.4326208,-64.1873411,2,1.0669616304356335,0.1690657175263306,1.2169798571640371,1.399114101455774,875.0,0,0,0,0,POINT (-64.1873411 -31.4326208),PARQUE CHACABUCO
2,130000,2023-03-01,130.0,130.0,2.0,2.0,1.0,180,-31.4421208,-64.1831129,2,1.2998341245177514,0.0463710109794283,1.2736110660498745,2.5073495489963507,1000.0,0,0,0,0,POINT (-64.1831129 -31.4421208),MANANTIALES
1,130000,2023-10-17,250.0,130.0,3.0,1.0,1.0,297,-31.374218,-64.190648,0,1.3837434551405563,0.1926312723558455,0.2490220635257462,5.104859832736856,1000.0,0,0,0,0,POINT (-64.190648 -31.374218),VALLE ESCONDIDO
1,185000,2023-11-01,600.0,245.0,4.0,3.0,1.0,185,-31.361684,-64.201159,2,0.5418346175688902,0.0727735928167852,0.5495599271874338,6.600646192853156,755.1020408163265,0,0,0,0,POINT (-64.201159 -31.361684),MARQUES DE SOBREMONTE
1,120000,2023-11-01,510.0,240.0,2.0,2.0,1.0,185,-31.36109,-64.203761,2,0.7967963626460651,0.0366356292261101,0.788284541871099,6.713526615497817,500.0,0,0,0,0,POINT (-64.203761 -31.36109),MARQUES DE SOBREMONTE
