id;tipoPropiedad;precioUSD;fechaUltimaActualizacion;tipoVendedor;terrenoTotal;terrenoEdificado;cantDormitorios;cantBanos;cantCochera;barrio;ciudad;coordX;coordY;activo;URL
52035675;DEPARTAMENTO;90000;2023-07-20;;1.0;1.0;1.0;1.0;;GUEMES;CORDOBA;-31.4272713;-64.1950528;False;https://www.zonaprop.com.ar/propiedades/venta-departamento-2-dorm.-52035675.html
52019956;TERRENOS;90000;2023-07-17;;11460.0;;;;;VENTA LOTE 1 HA LA GRANJA CNO BALNEARIO LA TOMA;LA GRANJA;-31.005678987608;-64.276285171509;False;https://www.zonaprop.com.ar/propiedades/venta-lote-1-ha-la-granja-cno-balneario-la-toma-52019956.html
52019285;TERRENOS;37000;2023-07-17;;360.0;;;;;VENTA TERRENO COMARCA DE ALLENDE;CORDOBA;-31.309465123553;-64.264998435974;False;https://www.zonaprop.com.ar/propiedades/venta-terreno-comarca-de-allende-52019285.html
52047993;TERRENOS;27000;2023-07-21;;701.0;;;;;TERRENO 701 M2 EN VILLA DEL LAGO - CARLOS PAZ;VILLA CARLOS PAZ;-31.389991337645;-64.502127171218;False;https://www.zonaprop.com.ar/propiedades/terreno-701-m-sup2--en-villa-del-lago-carlos-paz-52047993.html
52035184;DEPARTAMENTO;55000;2023-07-19;;42.0;;1.0;1.0;;NUEVA CORDOBA;CORDOBA;-31.4247429;-64.178741;False;https://www.zonaprop.com.ar/propiedades/departamento-en-venta-nueva-cordoba-52035184.html
52019209;TERRENOS;30200;2023-07-18;;300.0;;;;;MANANTIALES;CORDOBA;-31.4909737;-64.2726409;False;https://www.zonaprop.com.ar/propiedades/venta-lotes-en-campos-de-manantiales-apto-duplex-52019209.html
52022983;TERRENOS;90000;2023-07-19;;942.0;;;;;LA DESEADA COUNTRY;LA CALERA;-31.35559499999999;-64.322712;False;https://www.zonaprop.com.ar/propiedades/terreno-en-venta-la-deseada-la-calera-52022983.html
52016737;CASA;180000;2023-07-17;;70.0;;2.0;1.0;1.0;COSTA AZUL;VILLA CARLOS PAZ;-31.3995552;-64.4642098;False;https://www.zonaprop.com.ar/propiedades/desarrollo-unico-en-costa-azul-52016737.html
52035545;TERRENOS;22500;2023-07-20;;500.0;;;;;GRAN TERRENO EN RIO CEBALLOS;CORDOBA;-31.0892703;-64.288717;False;https://www.zonaprop.com.ar/propiedades/gran-terreno-en-rio-ceballos-52035545.html
52040302;DEPARTAMENTO;85000;2023-07-20;;99.0;;2.0;2.0;;CENTRO;CORDOBA;-31.406323;-64.1911961;False;https://www.zonaprop.com.ar/propiedades/venta-departamento-en-torre-fluss-cordoba-52040302.html
52014539;TERRENOS;100000;2023-07-17;;360.0;;;;;COSTAS DE MANANTIALES;CORDOBA;-31.3408;-64.239807;False;https://www.zonaprop.com.ar/propiedades/vendo-terreno-en-costas-de-manantiales-52014539.html
52008456;CASA;255000;2023-07-15;;500.0;;3.0;2.0;2.0;CATEGORIA! TEJAS III - CERTIFICADO BANCOR EN TRAMITE - TERRENO 500 M2 - DISFRUTA EN FAMILIA - PILETA!;CORDOBA;-31.4119314;-64.1793582;False;https://www.zonaprop.com.ar/propiedades/categoria!-tejas-iii-certificado-bancor-en-tramite-52008456.html
52043655;TERRENOS;60000;2023-07-21;;800.0;;;;;EXCELENTE LOTE EN VILLA GENERAL BELGRANO;VILLA GENERAL BELGRANO;-31.96526848256163;-64.55092307219263;False;https://www.zonaprop.com.ar/propiedades/excelente-lote-en-villa-general-belgrano-52043655.html
52049209;TERRENOS;20000;2023-07-21;;600.0;;;;;EL VERGEL;LOS REARTES;-31.90969434523749;-64.579443120932;False;https://www.zonaprop.com.ar/propiedades/los-reartes-hermoso-terreno-de-600-m-sup2--con-vista-52049209.html
52048275;TERRENOS;20000;2023-07-22;;1142.0;;;;;VILLA DEL LAGO;VILLA CARLOS PAZ;-31.39236832;-64.50955963;False;https://www.zonaprop.com.ar/propiedades/lote-villa-del-lago-con-escritura-52048275.html
52039011;TERRENOS;15500;2023-07-20;;877.0;;;;;DISFRUTA DE LA VIDA AL AIRE LIBRE - VILLA SANTA CRUZ DEL LAGO;VILLA SANTA CRUZ DEL LAGO;-31.36064339;-64.53188324;False;https://www.zonaprop.com.ar/propiedades/disfruta-de-la-vida-al-aire-libre-villa-santa-cruz-52039011.html
52041659;CASA;120000;2023-07-21;;2.0;1.0;2.0;3.0;4.0;VENTA, COMPLEJO CABANAS, EN OPORTUNIDAD;VILLA SANTA CRUZ DEL LAGO;-28.7395608;-65.9741754;False;https://www.zonaprop.com.ar/propiedades/venta-complejo-cabanas-en-oportunidad-52041659.html
52027355;TERRENOS;59000;2023-07-19;;1197.0;;;;;LA DESEADA COUNTRY;LA CALERA;-31.3540019;-64.3282617;False;https://www.zonaprop.com.ar/propiedades/terreno-de-1200-m-sup2--country-la-deseada-52027355.html
52016490;CASA;11111;2023-07-18;;313.0;;3.0;1.0;1.0;CASA PRINCIPAL CON PISCINA MAS DEPARTAMENTO INDEPENDIENTE - EXCELENTE UBICACION!;LA FALDA;-31.0964605308;-64.4769177825;False;https://www.zonaprop.com.ar/propiedades/casa-principal-con-piscina-mas-departamento-52016490.html
52017698;TERRENOS;38000;2023-07-17;;480.0;;;;;VALLE DEL GOLF;SANTA MARIA;-31.37246513;-64.26425934;False;https://www.zonaprop.com.ar/propiedades/lote-valle-del-golf-malagueno-52017698.html
52017957;TERRENOS;295000;2023-07-17;;1500.0;;;;;LOTE AV CENTRAL CANUELAS FONDO GOLF;CORDOBA;-31.4748565;-64.1639163;False;https://www.zonaprop.com.ar/propiedades/lote-av-central-canuelas-fondo-golf-52017957.html
52021140;CASA;150000;2023-07-17;;450.0;;3.0;2.0;2.0;CENTRO;VILLA CARLOS PAZ;-31.4262387;-64.4985976;False;https://www.zonaprop.com.ar/propiedades/vendo-hermosa-y-amplia-propiedad-cerca-del-centro-rec.-52021140.html
52015665;TERRENOS;15;2023-07-17;;1.0;;;;;VENTA MZANA. 49 LOTES 16 AL 7 EN LOTEO SAN JOSE ESCRITURA EN JOSE DE LA QUINTANA;JOSE DE LA QUINTANA;-32.2968402;-63.580611;False;https://www.zonaprop.com.ar/propiedades/venta-mzana.-49-lotes-16-al-7-en-loteo-san-jose-52015665.html
52015666;TERRENOS;12;2023-07-17;;1.0;;;;;VENTA MZANA. 72 LOTES 1 AL 30 EN LOTEO SAN JOSE ESCRITURA EN JOSE DE LA QUINTANA;JOSE DE LA QUINTANA;-32.2968402;-63.580611;False;https://www.zonaprop.com.ar/propiedades/venta-mzana.-72-lotes-1-al-30-en-loteo-san-jose-52015666.html
52016284;TERRENOS;12;2023-07-17;;1.0;;;;1.0;VENTA MZANA. 1 LOTES 1 AL 14 EN LOTEO SAN JOSE ESCRITURA EN JOSE DE LA QUINTANA;JOSE DE LA QUINTANA;-32.2968402;-63.580611;False;https://www.zonaprop.com.ar/propiedades/venta-mzana.-1-lotes-1-al-14-en-loteo-san-jose-52016284.html
52022587;TERRENOS;30000;2023-07-18;;250.0;1.0;;;;LOTES LIBRES EN ABRAS DE MANANTIALES! CONSULTAR POR MAS LOTES DISPONIBLES!;CORDOBA;-31.4840119;-64.26444219999999;False;https://www.zonaprop.com.ar/propiedades/lotes-libres-en-abras-de-manantiales!-consultar-por-52022587.html
