nombre,descripcion,Latitud,Longitud
CE51 - Centro (Parada Terminal),AV COLON Y RIVERA INDARTE  Entorno: 25 mts.CE51,-31.413294,-64.184346
CE25 - Centro (Parada),Av Olmos 246 Av Olmos 246 Entorno: 15 mts. Curso:108CE25,-31.414718,-64.179536
CE79 - Centro (Parada Terminal),PUENTE MAIPU  Entorno: 30 mts. Curso:26CE79,-31.4076,-64.175798
CE73 - Centro (Parada),Sarmiento 215-229  Entorno: 15 mts. Curso:290CE73\n LINEA 83: 288\n LINEA 85: 290,-31.411041,-64.178616
CE82 - Centro (Parada),San Jeronimo 351  Entorno: 15 mts. Curso:290CE82,-31.418531,-64.179815
CE33 - Centro (Parada Terminal),Belgrano 177-185  Entorno: 10 mts. Curso:18CE33\n LINEA 32: 20\n LINEA 36: 18\n LINEA 35: 22,-31.4168,-64.188961
CE59 - Centro (Parada Terminal),AV. VELEZ SARSFIELD Y 27 DE ABRIL  Entorno: 20 mts.CE59,-31.41629,-64.187173
CE06 - Centro (Parada),Tucuman 352  Entorno: 15 mts. Curso:20CE06,-31.4108,-64.186395
CE42 - Centro (Parada),Jujuy 570  Entorno: 15 mts. Curso:16CE42\n LINEA 32: 18,-31.40768,-64.18832
CE05 - Centro (Parada Terminal),Av Colon y Jujuy  Entorno: 25 mts.CE05,-31.411676,-64.189811
C901 - Centro (Parada),San Jeronimo 411  Entorno: 10 mts. Curso:290C901,-31.418726,-64.179146
CE01 - Centro (Parada),Av General Paz 651  Entorno: 15 mts.CE01,-31.408089,-64.183721
C915 - Centro (Parada),JACINTO RIOS 1495   Entorno: 15 mts. Curso:342C915,-31.400395,-64.170788
C949 - Centro (Parada),Av. Maipu 720  Entorno: 10 mts. Curso:26C949,-31.408831,-64.17651
CE20 - Centro (Parada Terminal),Av Colon 45-59 Av Colon 59 Entorno: 15 mts. Curso:110CE20,-31.413473,-64.183786
C945 - Centro (Parada Terminal),Bv. San Juan 60  Entorno: 10 mts. Curso:288C945,-31.420535,-64.187026
CE32 - Centro (Parada Terminal),Fac Lenguas (V Sarsf 168)  Entorno: 25 mts. Curso:200CE32\n LINEA 31: 200\n LINEA 32: 200\n LINEA 33: 200\n LINEA 36: 200\n LINEA 35: 200,-31.417091,-64.187515
C926 - Centro (Parada),La Rioja 125  Entorno: 15 mts. Curso:110C926,-31.410915,-64.184083
CE90 - Centro (Parada),Av. Maipu 640  Entorno: 9 mts. Curso:20CE90,-31.409883,-64.176973
CE93 - Centro (Parada),Av. Velez Sarsfield 64  Entorno: 10 mts. Curso:200CE93,-31.415768,-64.18702
CE84 - Centro (Parada),Av. Colon 25-33  Entorno: 15 mts. Curso:108CE84,-31.413588,-64.183374
CE10 - Centro (Parada Terminal),Tucuman 573  Entorno: 15 mts. Curso:20CE10\n LINEA 33: 20\n LINEA 33: 18,-31.40839,-64.185386
CE81 - Centro (Parada),Av Colon y Jujuy  Entorno: 25 mts. Curso:18CE81,-31.41163,-64.189791
C917 - Centro (Parada),AV. LEANDRO N. ALEM 550  Entorno: 15 mts. Curso:58C917,-31.395635,-64.167986
CE60 - Centro (Parada Terminal),Belgrano 49  Entorno: 10 mts. Curso:20CE60\n LINEA 33: 20,-31.415195,-64.188286
CE52 - Centro (Parada Terminal),Av Colon 151-153  Entorno: 15 mts. Curso:102CE52\n LINEA 85: 110\n LINEA 31: 104\n LINEA 80: 100\n LINEA 80: 102,-31.413038,-64.18512
CE26 - Centro (Parada Terminal),Sarmiento 70 (Mercado Norte) Sarmiento 70 (Mercado Norte) Entorno: 10 mts. Curso:290CE26,-31.410468,-64.180513
CE83 - Centro (Parada Terminal),Obispo Salguero 67  Entorno: 15 mts. Curso:200CE83,-31.418341,-64.17906
CE35 - Centro (Parada),Av Olmos 158  Entorno: 10 mts.CE35,-31.4143,-64.180993
C931 - Centro (Parada Terminal),27 de Abril 340  Entorno: 15 mts. Curso:288C931,-31.415733,-64.189095
CE57 - Centro (Parada Terminal),Av Velez Sarsfield 20  Entorno: 10 mts. Curso:198CE57\n LINEA 82: 200\n LINEA 81: 200\n LINEA 82: 198\n LINEA 83: 200,-31.415335,-64.18676
CE07 - Centro (Parada Terminal),Tablada 387 (EPEC)  Entorno: 13 mts. Curso:290CE07\n LINEA A: 290\n LINEA A1: 290,-31.407518,-64.186238
C906 - Centro (Parada),Belgrano 65  Entorno: 11 mts. Curso:20C906,-31.4154,-64.188363
C919 - Centro (Parada),Tablada S/N  Entorno: 15 mts. Curso:132C919\n LINEA 33: 128,-31.408255,-64.184036
CE37 - Centro (Parada),Av Velez Sarsfield 30-34  Entorno: 15 mts. Curso:200CE37,-31.415613,-64.186896
CE49 - Centro (Parada Terminal),Av Colon 111 Av Colon 111 Entorno: 15 mts. Curso:110CE49\n LINEA 84: 110,-31.413191,-64.184745
CE03 - Centro (Parada),Av General Paz 415  Entorno: 15 mts. Curso:200CE03\n LINEA A: 200\n LINEA A1: 200,-31.410263,-64.184636
C916 - Centro (Parada),AV. LEANDRO N. ALEM 292   Entorno: 15 mts. Curso:44C916,-31.398343,-64.170438
CE96 - Centro (Parada),Av. Gral. Paz 435  Entorno: 15 mts. Curso:206CE96,-31.409865,-64.184546
CE31 - Centro (Parada),Tucuman 34 Tucuman 34 Entorno: 10 mts. Curso:20CE31\n LINEA A: 20\n LINEA C: 20\n LINEA A1: 20\n LINEA C1: 20,-31.414465,-64.187974
CE21 - Centro (Parada Terminal),Av General Paz y Dean Funes Av General Paz y Dean Funes Entorno: 15 mts. Curso:200CE21,-31.41501,-64.18664
CE94 - Centro (Parada Terminal),BV. CHACABUCO 53  Entorno: 15 mts. Curso:24CE94,-31.417776,-64.18026
CE14 - Centro (Parada),Av Velez Sársfield 272 Av Velez Sársfield 272 Entorno: 20 mts. Curso:200CE14\n LINEA 83: 200,-31.417703,-64.187776
C920 - Centro (Parada),Rosario de Santa Fe 439  Entorno: 15 mts.C920,-31.417728,-64.178135
C927 - Centro (Parada),Catamarca 128  Entorno: 15 mts. Curso:108C927,-31.411975,-64.180324
CE91 - Centro (Parada),Av. Gral. Paz 263  Entorno: 13 mts. Curso:198CE91,-31.411866,-64.185311
CE97 - Centro (Parada),Av General Paz y Humberto Primo  Entorno: 20 mts. Curso:290CE97,-31.409351,-64.184245
CE61 - Centro (Parada Terminal),Humberto Primo 350  Entorno: 20 mts. Curso:288CE61\n LINEA 83: 288\n LINEA 85: 290\n LINEA 32: 290,-31.408755,-64.186288
CE76 - Centro (Parada Terminal),SALTA Y ROSARIO DE STA FE  Entorno: 15 mts. Curso:200CE76,-31.417576,-64.178738
CE27 - Centro (Parada Terminal),Sarmiento 150 Sarmiento 150 Entorno: 15 mts. Curso:290CE27,-31.410741,-64.179601
CE95 - Centro (Parada Terminal),Bv. Chacabuco 261  Entorno: 20 mts. Curso:20CE95,-31.420061,-64.181311
CE92 - Centro (Parada),Av. Gral.Paz 635  Entorno: 15 mts. Curso:198CE92,-31.407706,-64.183566
CE67 - Centro (Parada),27 de Abril 430  Entorno: 15 mts.CE67,-31.415373,-64.190408
CE36 - Centro (Parada),Av Olmos 450-458  Entorno: 15 mts. Curso:110CE36\n LINEA B: 114\n LINEA B1: 112\n LINEA B1: 110,-31.415501,-64.177071
CE46 - Centro (Parada Terminal),Av Sarmiento 25 Av Sarmiento 25 Entorno: 10 mts. Curso:290CE46,-31.410385,-64.180801
C907 - Centro (Parada),Tucuman 160  Entorno: 11 mts. Curso:20C907,-31.412706,-64.187218
CE13 - Centro (Parada Terminal),Av Colon 259-273 (Correo Arg)  Entorno: 25 mts. Curso:110CE13\n LINEA B: 110\n LINEA B1: 110\n LINEA C: 110\n LINEA C1: 98,-31.412575,-64.186746
CE22 - Centro (Parada),Av General Paz 331-339 Av General Paz 331-339 Entorno: 15 mts. Curso:200CE22,-31.411531,-64.185186
CE72 - Centro (Parada),Bv Chacabuco 137  Entorno: 15 mts. Curso:20CE72\n LINEA 83: 18\n LINEA 85: 20,-31.418598,-64.180603
CE43 - Centro (Parada Terminal),Av General Paz 639-667  Entorno: 15 mts. Curso:198CE43\n LINEA A: 198\n LINEA A1: 198\n LINEA A1: 200,-31.407408,-64.183435
C918 - Centro (Parada),Tucuman 344  Entorno: 15 mts. Curso:26C918\n LINEA 32: 26\n LINEA 33: 24,-31.411096,-64.186516
CE55 - Centro (Parada),Tucuman 478  Entorno: 15 mts. Curso:20CE55\n LINEA A: 20\n LINEA A1: 20,-31.409325,-64.185785
CE80 - Centro (Parada Terminal),LA TABLADA Y GENERAL PAZ  Entorno: 15 mts. Curso:18CE80,-31.407848,-64.185185
CE45 - Centro (Parada),Chacabuco 353 Chacabuco 353 Entorno: 15 mts. Curso:18CE45,-31.421268,-64.181736
C903 - Centro (Parada),AV. GRAL. PAZ 251  Entorno: 5 mts. Curso:198C903,-31.412054,-64.185388
C911 - Centro (Parada),Av. Maipu 654  Entorno: 15 mts. Curso:20C911,-31.409676,-64.17689
C922 - Centro (Parada Terminal),Av Olmos y Av Maipu  Entorno: 15 mts. Curso:20C922,-31.414861,-64.179055
CE04 - Centro (Parada Terminal),Belgrano 305  Entorno: 20 mts. Curso:12CE04\n LINEA A: 12\n LINEA C: 14\n LINEA A1: 12\n LINEA C1: 10\n LINEA A1: 10,-31.418441,-64.189651
C930 - Centro (Parada Terminal),AV. COLON Y TUCUMAN  Entorno: 15 mts. Curso:16C930,-31.412453,-64.187138
CE17 - Centro (Parada),Av Colon 457 Av Colon 457 Entorno: 15 mts. Curso:110CE17,-31.41185,-64.189158
CE50 - Centro (Parada Terminal),Av General Paz y Humberto Primo  Entorno: 20 mts. Curso:20CE50,-31.409388,-64.184266
CE48 - Centro (Parada Terminal),Av General Paz 230  Entorno: 7 mts. Curso:200CE48\n LINEA 32: 200\n LINEA 33: 200,-31.412355,-64.185515
C923 - Centro (Parada),Sarmiento 251  Entorno: 15 mts. Curso:288C923,-31.411198,-64.178191
C902 - Centro (Parada),Av. Velez Sarsfield 86-90  Entorno: 15 mts. Curso:200C902,-31.415876,-64.187065
C913 - Centro (Parada),BUCHARDO 1250  Entorno: 15 mts. Curso:72C913,-31.404591,-64.169961
CE70 - Centro (Parada Terminal),Av Olmos 50  Entorno: 15 mts. Curso:110CE70\n LINEA 85: 110\n LINEA 84: 108\n LINEA 31: 108\n LINEA 80: 108,-31.413879,-64.182351
CE77 - Centro (Parada Terminal),E OLMOS Y SALTA  Entorno: 15 mts. Curso:106CE77,-31.415276,-64.177766
CC22 - Centro Civico (Parada),San Jeronimo 547  Entorno: 15 mts. Curso:288CC22,-31.41931,-64.177193
CC32 - Centro Civico (Parada Terminal),Bv Guzman 30  Entorno: 15 mts. Curso:174CC32\n LINEA 31: 174,-31.418131,-64.176121
CC13 - Centro Civico (Parada Terminal),Salta 135-147  Entorno: 20 mts. Curso:200CC13\n LINEA 85: 202\n LINEA 80: 200,-31.416095,-64.178131
CC31 - Centro Civico (Parada),Bv. Juan Domingo Peron 660  Entorno: 15 mts.CC31,-31.423863,-64.173388
CC35 - Centro Civico (Parada),Bv Juan Domingo Peron 452  Entorno: 15 mts. Curso:118CC35,-31.424216,-64.172775
CC27 - Centro Civico (Parada Terminal),Sarmiento 435  Entorno: 15 mts. Curso:292CC27,-31.411763,-64.17607
CC08 - Centro Civico (Parada),Sarmiento 375 Sarmiento 375 Entorno: 15 mts. Curso:288CC08,-31.411658,-64.176623
CC23 - Centro Civico (Parada),Bv. Guzman 80  Entorno: 15 mts. Curso:178CC23,-31.417331,-64.17619
CC10 - Centro Civico (Parada Terminal),Lima 347  Entorno: 15 mts. Curso:288CC10\n LINEA B: 288\n LINEA C: 288\n LINEA C1: 288\n LINEA B1: 288\n LINEA 31: 288,-31.413909,-64.178041
CC19 - Centro Civico (Parada Terminal),AV. EMILIO OLMOS Y BV. GUZMAN  Entorno: 15 mts. Curso:110CC19,-31.415813,-64.176041
CC36 - Centro Civico (Parada),TERMINAL DE OMNIBUS  Entorno: 20 mts. Curso:144CC36,-31.423056,-64.174319
CC12 - Centro Civico (Parada),Obispo Salguero 346  Entorno: 15 mts. Curso:200CC12,-31.421543,-64.180418
CC25 - Centro Civico (Parada),Bv. Juan Domingo Peron 368  Entorno: 15 mts. Curso:158CC25,-31.422381,-64.174718
CC03 - Centro Civico (Parada),Lima 379  Entorno: 20 mts.CC03,-31.414048,-64.17761
CC04 - Centro Civico (Parada Terminal),Av Olmos 428-438  Entorno: 15 mts. Curso:110CC04\n LINEA C: 110\n LINEA C1: 110\n LINEA 31: 110,-31.41538,-64.177401
CC01 - Centro Civico (Parada Terminal),Av Olmos 470-478  Entorno: 10 mts. Curso:110CC01\n LINEA 84: 110,-31.415586,-64.176805
CC29 - Centro Civico (Parada Terminal),San Jerónimo 459  Entorno: 15 mts. Curso:288CC29\n LINEA 84: 290\n LINEA 84: 288,-31.419011,-64.17821
CC37 - Centro Civico (Parada),Bv. Juan Domingo Peron 483  Entorno: 15 mts. Curso:292CC37,-31.42453,-64.172195
CC15 - Centro Civico (Parada Terminal),Obispo Salguero 296  Entorno: 15 mts. Curso:200CC15\n LINEA 85: 200\n LINEA 84: 200\n LINEA 80: 200,-31.420835,-64.18012
CC26 - Centro Civico (Parada),Bv. Juan Domingo Peron 483  Entorno: 15 mts. Curso:122CC26\n LINEA 31: 120\n LINEA 31: 292,-31.424585,-64.172075
CC17 - Centro Civico (Parada Terminal),Bv Juan Domingo Peron 347  Entorno: 15 mts. Curso:328CC17\n LINEA 84: 330\n LINEA 84: 150\n LINEA 31: 330,-31.422011,-64.174903
CC05 - Centro Civico (Parada Terminal),Bv Chacabuco 319 Bv Chacabuco 319 Entorno: 15 mts. Curso:20CC05,-31.420863,-64.181569
CC28 - Centro Civico (Parada),Juan Domingo Perón 290  Entorno: 15 mts. Curso:334CC28,-31.421615,-64.175098
CC38 - Centro Civico (Parada),Bv. Juan Domingo Peron 380  Entorno: 15 mts. Curso:156CC38,-31.422621,-64.174596
CC24 - Centro Civico (Parada),Bv. Juan Domingo Peron 290  Entorno: 15 mts. Curso:338CC24,-31.421278,-64.175263
CC33 - Centro Civico (Parada),Av Maipu y Sarmiento  Entorno: 20 mts. Curso:164CC33,-31.411341,-64.177565
CC41 - Centro Civico (Parada),San Jeronimo 543  Entorno: 10 mts.CC41,-31.419246,-64.177356
CC18 - Centro Civico (Parada),Bv Juan Domingo Peron 452  Entorno: 15 mts. Curso:128CC18\n LINEA 84: 302\n LINEA 84: 116,-31.42414,-64.172926
CC06 - Centro Civico (Parada Terminal),Av Maipu 164 Av Maipu 164 Entorno: 15 mts. Curso:20CC06,-31.415568,-64.179346
CC11 - Centro Civico (Parada Terminal),Av Maipu y Sarmiento  Entorno: 20 mts. Curso:20CC11\n LINEA 85: 20\n LINEA 85: 290\n LINEA 31: 18,-31.411366,-64.177601
CC20 - Centro Civico (Parada Terminal),TERMINAL DE OMNIBUS  Entorno: 20 mts. Curso:152CC20\n LINEA 31: 144,-31.423008,-64.17436
CC39 - Centro Civico (Parada),Bv Guzman 30  Entorno: 15 mts. Curso:348CC39,-31.41821,-64.176111
CC14 - Centro Civico (Parada),Obispo Salguero 48  Entorno: 15 mts. Curso:202CC14\n LINEA 85: 200\n LINEA 80: 202,-31.418036,-64.178941
CC30 - Centro Civico (Parada),Bv. Juan Domingo Peron 380  Entorno: 15 mts. Curso:158CC30,-31.422705,-64.17455
CC21 - Centro Civico (Parada Terminal),TERMINAL NVA PLATAFORMA AEROBUS  Entorno: 20 mts. Curso:300CC21,-31.42508,-64.17218
CC40 - Centro Civico (Parada),Paraná N° 100  Entorno: 20 mts. Curso:200CC40,-31.41906,-64.17787
CC02 - Centro Civico (Parada),Bv Guzman 333  Entorno: 15 mts. Curso:194CC02\n LINEA B: 194\n LINEA B1: 194,-31.414205,-64.175528
CC34 - Centro Civico (Parada),Bv Juan Domingo Peron 347  Entorno: 15 mts. Curso:150CC34,-31.421963,-64.174928
CC16 - Centro Civico (Parada),Bv Guzman 26  Entorno: 15 mts. Curso:174CC16\n LINEA 84: 174,-31.417811,-64.176159
CC07 - Centro Civico (Parada Terminal),Sarmiento 331 Sarmiento 331 Entorno: 15 mts. Curso:290CC07,-31.411455,-64.177214
CC09 - Centro Civico (Parada Terminal),Bv Chacabuco 164 Bv Chacabuco 164 Entorno: 15 mts. Curso:24CC09,-31.419138,-64.18083
CR60 - Cerro (Parada),Luis de Tejeda 4353  Entorno: 15 mts. Curso:150CR60,-31.369043,-64.235188
CR17 - Cerro (Parada),Av Rafael Nunez 4015 Av Rafael Nunez 4015 Entorno: 15 mts. Curso:144CR17,-31.371868,-64.230239
CR32 - Cerro (Parada),Jose Roque Funes 1800  Entorno: 15 mts. Curso:30CR32\n LINEA 80: 30,-31.371845,-64.237575
CR29 - Cerro (Parada),La Cordillera 4586  Entorno: 15 mts. Curso:296CR29,-31.361203,-64.231728
CR55 - Cerro (Parada),La Cordillera 4737  Entorno: 10 mts. Curso:116CR55,-31.359528,-64.235591
CR71 - Cerro (Parada),La Cordillera 4082  Entorno: 10 mts. Curso:236CR71,-31.36276,-64.228139
CR09 - Cerro (Parada Terminal),Av Rafael Nunez 4088  Entorno: 20 mts. Curso:322CR09\n LINEA B1: 324,-31.370831,-64.230999
CR47 - Cerro (Parada),Juan Beverina 1658  Entorno: 15 mts. Curso:38CR47\n LINEA 82: 38,-31.377836,-64.233328
CR52 - Cerro (Parada),JOSE BARROS PAZOS 3550 -  Entorno: 15 mts. Curso:136CR52\n LINEA 82: 124\n LINEA 82: 132,-31.384693,-64.231164
CR66 - Cerro (Parada),Av Rafael Nunez y J de Avila y Zárate Av Rafael Nunez y J de Avila y Entorno: 26 mts. Curso:146CR66,-31.360228,-64.238546
CR56 - Cerro (Parada),Av Rafael nuñez 475  Entorno: 10 mts. Curso:158CR56\n LINEA B1: 158,-31.361301,-64.238074
CR48 - Cerro (Parada),Juan Beverina 1836  Entorno: 15 mts. Curso:46CR48\n LINEA 82: 42\n LINEA 82: 46,-31.376021,-64.231478
CR61 - Cerro (Parada),Luis de Tejeda 4629  Entorno: 20 mts. Curso:146CR61,-31.364616,-64.238214
CR16 - Cerro (Parada),Av Rafael Nunez 3832 Av Rafael Nunez 3832 Entorno: 15 mts. Curso:324CR16,-31.373381,-64.228718
CR34 - Cerro (Parada),Jose Gigena 1890  Entorno: 15 mts. Curso:44CR34\n LINEA 80: 44,-31.371508,-64.236343
CR10 - Cerro (Parada),Av Rafael Nunez 4444  Entorno: 20 mts.CR10,-31.366508,-64.234648
CR21 - Cerro (Parada Terminal),Av Rafael Nunez y J de Avila y Zárate Av Rafael Nunez y J de Avila y Entorno: 26 mts. Curso:334CR21\n LINEA 82: 146\n LINEA 82: 126,-31.360166,-64.238575
CR01 - Cerro (Parada),Luis de Tejeda 4353  Entorno: 15 mts. Curso:324CR01\n LINEA B1: 150\n LINEA 82: 324,-31.369005,-64.235218
CR02 - Cerro (Parada Terminal),Luis de Tejeda 4629  Entorno: 20 mts. Curso:326CR02\n LINEA B1: 146\n LINEA 82: 334,-31.364571,-64.238241
CR67 - Cerro (Parada),La Cordillera 4535-4549 La Cordillera 4549 Entorno: 15 mts. Curso:116CR67,-31.360861,-64.232505
CR22 - Cerro (Parada Terminal),La Cordillera 4039 La Cordillera 4039 Entorno: 15 mts. Curso:118CR22,-31.363416,-64.226686
CR27 - Cerro (Parada Terminal),Av Rafael Nuñez 4699-4700 Av Rafael Nuñez 4699-4700 Entorno: 30 mts. Curso:154CR27,-31.362185,-64.23748
CR49 - Cerro (Parada Terminal),Fernando Fader 4000  Entorno: 15 mts. Curso:314CR49\n LINEA 82: 314,-31.373915,-64.232926
CR04 - Cerro (Parada Terminal),Luis de Tejeda 4051  Entorno: 15 mts. Curso:324CR04\n LINEA B1: 144\n LINEA 82: 324,-31.372273,-64.23243
CR33 - Cerro (Parada),Jose Roque Funes 1461  Entorno: 15 mts. Curso:214CR33\n LINEA 80: 214,-31.375858,-64.241303
CR62 - Cerro (Parada),Luis de Tejeda 4051  Entorno: 15 mts. Curso:144CR62,-31.372301,-64.232406
CR15 - Cerro (Parada),Av Rafael Nunez 3800 Av Rafael Nunez 3800 Entorno: 15 mts. Curso:142CR15,-31.374735,-64.227691
CR40 - Cerro (Parada),Gregorio Gravier 1890  Entorno: 15 mts. Curso:214CR40\n LINEA 80: 214,-31.371121,-64.237691
CR28 - Cerro (Parada),La Cordillera 4294  Entorno: 15 mts. Curso:298CR28,-31.361975,-64.229923
CR20 - Cerro (Parada),Av Rafael Nunez 4650 Av Rafael Nunez 4650 Entorno: 30 mts. Curso:330CR20\n LINEA B1: 330,-31.363046,-64.236984
CR26 - Cerro (Parada Terminal),La Cordillera 4036 La Cordillera 4036 Entorno: 15 mts. Curso:296CR26,-31.363135,-64.227258
CR35 - Cerro (Parada),Jose Roque Funes 1631  Entorno: 15 mts. Curso:262CR35\n LINEA 82: 262\n LINEA 80: 262,-31.373515,-64.240106
CR42 - Cerro (Parada),Fernando Fader 3641  Entorno: 15 mts. Curso:142CR42\n LINEA B1: 142,-31.37851,-64.228026
CR03 - Cerro (Parada),Luis de Tejeda 4463  Entorno: 20 mts. Curso:152CR03,-31.36711,-64.236596
CR53 - Cerro (Parada),La Cordillera 4082  Entorno: 10 mts. Curso:118CR53,-31.362743,-64.228175
CR68 - Cerro (Parada),Donato Alvarez 9426  Entorno: 15 mts. Curso:150CR68,-31.316538,-64.274428
CR23 - Cerro (Parada),La Cordillera 4241-4243 La Cordillera 4243 Entorno: 15 mts. Curso:116CR23,-31.36212,-64.22956
CR73 - Cerro (Parada),Jose Roque Funes 1707  Entorno: 10 mts. Curso:230CR73\n LINEA 82: 230,-31.372716,-64.238246
CR06 - Cerro (Parada),Av Rafael Nunez 3742 Av Rafael Nunez 3742 Entorno: 20 mts. Curso:324CR06\n LINEA B1: 324,-31.375095,-64.227276
CR25 - Cerro (Parada Terminal),Donato Alvarez 9426  Entorno: 20 mts. Curso:150CR25,-31.31651,-64.27449
CR44 - Cerro (Parada),Jose Otero 1149  Entorno: 15 mts. Curso:36CR44\n LINEA 82: 38\n LINEA 82: 36,-31.382088,-64.230611
CR63 - Cerro (Parada),Av Rafael Nunez y Pedro de Angelis Av Rafael Nunez y Pedro de Ang Entorno: 40 mts. Curso:284CR63,-31.376633,-64.225991
CR14 - Cerro (Parada),Av Rafael Nunez y Pedro de Angelis Av Rafael Nunez y Pedro de Ang Entorno: 40 mts. Curso:322CR14,-31.376673,-64.225955
CR41 - Cerro (Parada Terminal),Av Fernando Fader 4320  Entorno: 20 mts. Curso:256CR41\n LINEA 82: 204\n LINEA 80: 320\n LINEA 80: 254\n LINEA 82: 0,-31.370533,-64.237106
CR30 - Cerro (Parada),La Cordillera 4698  Entorno: 15 mts. Curso:296CR30,-31.359944,-64.234623
CR12 - Cerro (Parada),Fernando Fader 3803  Entorno: 20 mts.CR12,-31.37693,-64.229316
CR43 - Cerro (Parada Terminal),Jose Gigena 1900  Entorno: 15 mts. Curso:46CR43,-31.371221,-64.235983
CR58 - Cerro (Parada),HUGO WAST 4650  Entorno: 15 mts. Curso:236CR58\n LINEA 82: 198\n LINEA 82: 236,-31.36352,-64.238588
CR19 - Cerro (Parada),Av Rafael Nunez 4548 Av Rafael Nunez y Manuel Pizar Entorno: 35 mts. Curso:328CR19\n LINEA B1: 328,-31.365608,-64.23526
CR50 - Cerro (Parada),Candonga  Entorno: 15 mts.CR50,-31.358415,-64.234318
CR36 - Cerro (Parada),Jose Roque Funes 1580  Entorno: 15 mts. Curso:188CR36\n LINEA 82: 188\n LINEA 80: 6,-31.37428,-64.240656
CR07 - Cerro (Parada),Fernando Fader 3481  Entorno: 15 mts. Curso:128CR07\n LINEA B1: 128,-31.380623,-64.225363
CR54 - Cerro (Parada),La Cordillera 4327  Entorno: 10 mts. Curso:298CR54,-31.36166,-64.230585
CR11 - Cerro (Parada Terminal),Av Rafael Nunez 4840  Entorno: 20 mts. Curso:334CR11\n LINEA B1: 336\n LINEA 82: 336,-31.359725,-64.238756
CR69 - Cerro (Parada),La Cordillera 4822-4836  Entorno: 24 mts. Curso:116CR69,-31.358918,-64.237025
CR24 - Cerro (Parada),La Cordillera 4535-4549 La Cordillera 4549 Entorno: 15 mts. Curso:116CR24,-31.360845,-64.232541
CR74 - Cerro (Parada),Hilarion Plaza 4111  Entorno: 10 mts. Curso:154CR74\n LINEA 82: 154,-31.377233,-64.238383
CR45 - Cerro (Parada),Nicanor Carranza 3740  Entorno: 15 mts. Curso:304CR45\n LINEA 82: 304,-31.380088,-64.231045
CR78 - Cerro (Parada),Gregorio Gavier 1921  Entorno: 20 mts.CR78,-31.370196,-64.23695
CR64 - Cerro (Parada),Av Rafael Nunez 4352 Av Rafael Nunez 4352 Entorno: 40 mts. Curso:296CR64,-31.367903,-64.233593
CR75 - Cerro (Parada),Hilarion Plaza 3855  Entorno: 10 mts. Curso:148CR75\n LINEA 82: 146,-31.37995,-64.233961
CR13 - Cerro (Parada),Av Rafael Nunez 3540 Av Rafael Nunez 3540 Entorno: 15 mts. Curso:322CR13\n LINEA B1: 326,-31.378641,-64.224163
CR38 - Cerro (Parada),Av Fernando Fader 4290  Entorno: 15 mts.CR38,-31.371158,-64.23634
CR31 - Cerro (Parada),La Cordillera 4822-4836  Entorno: 24 mts. Curso:116CR31,-31.358898,-64.237071
CR59 - Cerro (Parada),HOGO WAST 4537  Entorno: 15 mts. Curso:216CR59\n LINEA 82: 182\n LINEA 82: 216,-31.366778,-64.238316
CR18 - Cerro (Parada Terminal),Av Rafael Nunez 4352 Av Rafael Nunez 4352 Entorno: 40 mts. Curso:322CR18\n LINEA B1: 322,-31.367855,-64.233635
CR39 - Cerro (Parada),Jose Roque Funes 1650  Entorno: 15 mts. Curso:80CR39\n LINEA 80: 80,-31.37343,-64.239513
CR70 - Cerro (Parada),Jose Roque Funes 1580  Entorno: 15 mts. Curso:188CR70,-31.374338,-64.24067
CR08 - Cerro (Parada),Av Rafael Nunez 3520  Entorno: 20 mts.CR08,-31.379178,-64.223681
CR57 - Cerro (Parada),WAST 4690  Entorno: 10 mts. Curso:10CR57\n LINEA 82: 12\n LINEA 82: 10,-31.362461,-64.238236
CR46 - Cerro (Parada),Nicanor Carranza 3892  Entorno: 15 mts.CR46,-31.378538,-64.233788
CR77 - Cerro (Parada),La Cordillera N° 4711  Entorno: 10 mts. Curso:116CR77,-31.359746,-64.235113
CR51 - Cerro (Parada),HILARION PLAZA 4261  Entorno: 15 mts. Curso:124CR51\n LINEA 82: 128\n LINEA 82: 124,-31.375853,-64.240381
CR65 - Cerro (Parada),Av Rafael Nunez 4548 Av Rafael Nunez y Manuel Pizar Entorno: 35 mts. Curso:154CR65,-31.364566,-64.236076
CR76 - Cerro (Parada),Arruabarrena 1407  Entorno: 10 mts. Curso:242CR76\n LINEA 82: 242,-31.381328,-64.233746
CR05 - Cerro (Parada),Av Rafael Nunez 3515 Av Rafael Nunez 3515 Entorno: 15 mts. Curso:144CR05,-31.378949,-64.224025
CR72 - Cerro (Parada),Av Fernando Fader 4320  Entorno: 20 mts. Curso:132CR72\n LINEA 82: 190\n LINEA 82: 0,-31.37056,-64.237071
CR37 - Cerro (Parada Terminal),AV FERNANDO FADER Y JOSE ROQUE FUNES  Entorno: 25 mts.CR37,-31.370893,-64.236665
CI07 - Cerro Chico (Parada),Rodriguez del Busto y Juan B Planas Rodriguez del Busto y Juan B P Entorno: 20 mts. Curso:190CI07,-31.368745,-64.221128
CI19 - Cerro Chico (Parada),RODRIGUEZ DEL BUSTOS 3627  Entorno: 11 mts. Curso:210CI19,-31.368453,-64.221238
CI02 - Cerro Chico (Parada),La Cordillera 3719 La Cordillera 3719 Entorno: 15 mts. Curso:118CI02,-31.364558,-64.224103
