nombre,descripcion,Latitud,Longitud
IS30 - Los Paraisos (Parada),ANACREONTE 1350  Entorno: 10 mts. Curso:90IS30\n LINEA 35: 92,-31.37945,-64.192548
IS31 - Los Paraisos (Parada),GONGORA 1265  Entorno: 10 mts. Curso:94IS31\n LINEA 35: 150,-31.380575,-64.191105
IS23 - Los Paraisos (Parada),GONGORA 1534  Entorno: 15 mts. Curso:270IS23\n LINEA 35: 278,-31.380524,-64.19468
IS27 - Los Paraisos (Parada Terminal),ANACREONTE 1935  Entorno: 10 mts. Curso:98IS27,-31.379436,-64.199304
IS15 - Los Paraisos (Parada),Eduardo Marquina 2610  Entorno: 15 mts. Curso:180IS15,-31.382693,-64.192943
IS02 - Los Paraisos (Parada Terminal),LAS JUNTURAS Y GONGORA  Entorno: 15 mts. Curso:94IS02,-31.380548,-64.191571
IS21 - Los Paraisos (Parada),Martin Pinzon 2206  Entorno: 15 mts. Curso:154IS21,-31.382483,-64.200625
IS25 - Los Paraisos (Parada Terminal),GONGORA 2070  Entorno: 15 mts. Curso:270IS25,-31.380523,-64.201146
IS29 - Los Paraisos (Parada),ANACREONTE 1621  Entorno: 10 mts. Curso:98IS29\n LINEA 35: 98,-31.379508,-64.195733
IS16 - Los Paraisos (Parada),Eduardo Marquina 2819  Entorno: 15 mts. Curso:298IS16,-31.380408,-64.192958
IS18 - Los Paraisos (Parada),Huarte 2594  Entorno: 15 mts. Curso:0IS18,-31.38306,-64.192201
IS06 - Los Paraisos (Parada),Av. Cornelio Saavedra 2788  Entorno: 15 mts. Curso:358IS06,-31.380798,-64.196205
IS19 - Los Paraisos (Parada),Huarte 2794  Entorno: 15 mts. Curso:0IS19,-31.380766,-64.192208
IS24 - Los Paraisos (Parada),GONGORA 1720  Entorno: 15 mts. Curso:270IS24,-31.380533,-64.197325
IS26 - Los Paraisos (Parada),ANACREONTE 2055  Entorno: 10 mts. Curso:100IS26,-31.379466,-64.201125
IS13 - Los Paraisos (Parada),Calderón de la Barca 1355  Entorno: 15 mts. Curso:96IS13,-31.385266,-64.19232
IS17 - Los Paraisos (Parada),Eduardo Marquina 3009  Entorno: 15 mts. Curso:182IS17,-31.378013,-64.192953
IS05 - Los Paraisos (Parada),Av. Cornelio Saavedra 2564  Entorno: 15 mts. Curso:4IS05,-31.3834,-64.196123
TN56 - Los Platanos (Parada),MAESTRO VIDAL 1646  Entorno: 15 mts. Curso:192TN56,-31.427911,-64.22956
TN10 - Los Platanos (Parada Terminal),Isaac Albeniz 3678 Isaac Albeniz 3678 Entorno: 10 mts. Curso:104TN10,-31.418778,-64.233088
TN04 - Los Platanos (Parada),Isaac Albeniz y Warnes Isaac Albeniz y Warnes Entorno: 10 mts.TN04,-31.418673,-64.233306
TN39 - Los Platanos (Parada Terminal),FRUCTUOSO RIVERA 3540  Entorno: 15 mts. Curso:282TN39,-31.415745,-64.231365
TN45 - Los Platanos (Parada),FRUCTUOSO RIVERA 4430  Entorno: 15 mts. Curso:106TN45,-31.415996,-64.23034
TN66 - Los Platanos (Parada),Luis Agote 3620  Entorno: 15 mts. Curso:282TN66,-31.422958,-64.234301
TN13 - Los Platanos (Parada),Leon Pinelo 1100  Entorno: 10 mts. Curso:12TN13,-31.419728,-64.224506
TN26 - Los Platanos (Parada),Verdi 2907  Entorno: 3 mts. Curso:102TN26,-31.421545,-64.225501
TN47 - Los Platanos (Parada),ANGELO PEREDO 3196  Entorno: 15 mts. Curso:104TN47,-31.418825,-64.227316
TN61 - Los Platanos (Parada),Warnes 1384  Entorno: 15 mts. Curso:190TN61,-31.422546,-64.234511
TN31 - Los Platanos (Parada),Luis Agote 3620  Entorno: 15 mts. Curso:104TN31,-31.42293,-64.234438
TN54 - Los Platanos (Parada),MAESTRO VIDAL 1300  Entorno: 15 mts. Curso:192TN54,-31.422708,-64.228153
TN05 - Los Platanos (Parada Terminal),Angelo de Peredo 2876 Angelo de Peredo 2876 Entorno: 20 mts. Curso:284TN05,-31.41938,-64.223968
TN08 - Los Platanos (Parada),Verdi 3075 Verdi 3075 Entorno: 3 mts. Curso:106TN08,-31.421146,-64.227535
TN38 - Los Platanos (Parada),AV. LOS PLATANOS 919  Entorno: 15 mts. Curso:14TN38,-31.416458,-64.229185
TN67 - Los Platanos (Parada),AV. SANTA ANA 3079  Entorno: 15 mts. Curso:208TN67,-31.413626,-64.22523
TN11 - Los Platanos (Parada Terminal),Luis Agote 3061 Luis Agote 3061 Entorno: 20 mts. Curso:104TN11,-31.42417,-64.228246
TN14 - Los Platanos (Parada),Peredo 3078  Entorno: 10 mts. Curso:284TN14,-31.418871,-64.226625
TN22 - Los Platanos (Parada),Gurruchaga 1250  Entorno: 15 mts. Curso:16TN22,-31.420773,-64.234361
TN49 - Los Platanos (Parada),MAESTRO VIDAL 1235  Entorno: 15 mts. Curso:16TN49,-31.421593,-64.227843
TN48 - Los Platanos (Parada),ANGELO PEREDO 2851  Entorno: 15 mts. Curso:102TN48,-31.419531,-64.223506
TN62 - Los Platanos (Parada),Iseas 1490  Entorno: 10 mts. Curso:226TN62,-31.423888,-64.23697
TN34 - Los Platanos (Parada Terminal),LOS PLATANO Y PEREDO  Entorno: 15 mts. Curso:190TN34,-31.418335,-64.2297
TN36 - Los Platanos (Parada),AV. SANTA ANA 3079  Entorno: 15 mts. Curso:284TN36,-31.413603,-64.225363
TN57 - Los Platanos (Parada),Isaac Albeniz 3678 Isaac Albeniz 3678 Entorno: 10 mts. Curso:282TN57,-31.418796,-64.232996
TN55 - Los Platanos (Parada Terminal),MAESTRO VIDAL 1400  Entorno: 15 mts. Curso:194TN55,-31.42411,-64.228555
TN09 - Los Platanos (Parada),Granados 1131 Granados 1131 Entorno: 3 mts. Curso:16TN09,-31.421108,-64.225483
TN37 - Los Platanos (Parada),ANGELO DE PEREDO 3062  Entorno: 10 mts. Curso:282TN37,-31.418931,-64.226318
TN68 - Los Platanos (Parada),MAESTRO VIDAL 589  Entorno: 15 mts. Curso:24TN68,-31.413103,-64.225645
TN12 - Los Platanos (Parada Terminal),jose Isseas 1428 jose Isseas 1428 Entorno: 15 mts. Curso:46TN12,-31.423066,-64.235978
TN01 - Los Platanos (Parada),Isaac Albeniz y Av Los Platanos Isaac Albeniz y Av Los Platano Entorno: 20 mts.TN01,-31.419338,-64.230008
TN20 - Los Platanos (Parada),Iseas 1490  Entorno: 10 mts. Curso:46TN20,-31.423941,-64.237031
TN23 - Los Platanos (Parada),Gurruchaga 1155  Entorno: 15 mts. Curso:12TN23,-31.418893,-64.233876
TN06 - Los Platanos (Parada),Schubert 1112 Schubert 1112 Entorno: 3 mts. Curso:196TN06,-31.419516,-64.226716
TN50 - Los Platanos (Parada),MAESTRO VIDAL 1061  Entorno: 6 mts. Curso:20TN50,-31.418591,-64.227021
TN63 - Los Platanos (Parada),Iseas 1538  Entorno: 10 mts. Curso:226TN63,-31.424836,-64.238108
TN16 - Los Platanos (Parada),Albeniz 3340  Entorno: 10 mts. Curso:102TN16,-31.419256,-64.230581
TN58 - Los Platanos (Parada),Luis Agote 3061 Luis Agote 3061 Entorno: 20 mts. Curso:282TN58,-31.424195,-64.22812
TN19 - Los Platanos (Parada),Warnes 1384  Entorno: 15 mts. Curso:20TN19,-31.422651,-64.23454
TN28 - Los Platanos (Parada),Luis Agote 2880  Entorno: 15 mts. Curso:102TN28,-31.424636,-64.225841
TN43 - Los Platanos (Parada),GUARDIA NACIONAL 630  Entorno: 15 mts. Curso:46TN43,-31.411935,-64.238561
TN53 - Los Platanos (Parada),MAESTRO VIDAL 1060  Entorno: 6 mts. Curso:192TN53,-31.418581,-64.227145
TN02 - Los Platanos (Parada),Isaac Albeniz 3510 Isaac Albeniz 3510 Entorno: 15 mts. Curso:284TN02,-31.418988,-64.231793
TN21 - Los Platanos (Parada),Iseas 1538  Entorno: 10 mts. Curso:48TN21,-31.424878,-64.238163
TN27 - Los Platanos (Parada),Verdi 2805  Entorno: 10 mts. Curso:104TN27,-31.421953,-64.223433
TN07 - Los Platanos (Parada),Maestro Vidal 1228 Maestro Vidal 1228 Entorno: 8 mts. Curso:194TN07,-31.42246,-64.22813
TN51 - Los Platanos (Parada),MAESTRO VIDAL 759  Entorno: 15 mts. Curso:16TN51,-31.414873,-64.226061
TN40 - Los Platanos (Parada),PEDRO CARRASCO 3786  Entorno: 15 mts. Curso:282TN40,-31.415206,-64.233953
TN32 - Los Platanos (Parada),Luis Agote 3253  Entorno: 15 mts. Curso:102TN32,-31.423693,-64.23054
TN46 - Los Platanos (Parada Terminal),AV. LOS PLATANOS 1044  Entorno: 15 mts. Curso:198TN46,-31.41707,-64.229456
TN33 - Los Platanos (Parada Terminal),SANTA ANA Y MAESTRO VIDAL  Entorno: 15 mts. Curso:102TN33,-31.413531,-64.225758
TN64 - Los Platanos (Parada),Luis Agote 2880  Entorno: 15 mts. Curso:282TN64,-31.424663,-64.225716
TN15 - Los Platanos (Parada),Peredo 3296  Entorno: 9 mts. Curso:282TN15,-31.418361,-64.229455
TN24 - Los Platanos (Parada),Los Platanos 1228  Entorno: 15 mts. Curso:194TN24,-31.42046,-64.230268
TN59 - Los Platanos (Parada),jose Isseas 1428 jose Isseas 1428 Entorno: 15 mts. Curso:224TN59,-31.423018,-64.235916
TN17 - Los Platanos (Parada),Gauna 1208  Entorno: 15 mts. Curso:190TN17,-31.419453,-64.234671
TN29 - Los Platanos (Parada),Luis Agote 3240  Entorno: 15 mts. Curso:284TN29,-31.423878,-64.229676
TN42 - Los Platanos (Parada),FRANCISCO ARAOZ 4018  Entorno: 15 mts. Curso:300TN42,-31.413061,-64.238315
TN03 - Los Platanos (Parada),Isaac Albeniz y Felix Paz Isaac Albeniz y Felix Paz Entorno: 10 mts.TN03,-31.418861,-64.232695
TN52 - Los Platanos (Parada Terminal),MAESTRO VIDAL 589  Entorno: 15 mts. Curso:192TN52,-31.413205,-64.225671
TN41 - Los Platanos (Parada),PEDRO CARRASCO 3890  Entorno: 15 mts. Curso:266TN41,-31.414883,-64.236266
TN44 - Los Platanos (Parada),PEDRO CARRASCO 3770  Entorno: 15 mts. Curso:100TN44,-31.415256,-64.233548
TN65 - Los Platanos (Parada),Luis Agote 3421  Entorno: 15 mts. Curso:284TN65,-31.423301,-64.23259
TN25 - Los Platanos (Parada),Verdi 3201  Entorno: 10 mts. Curso:104TN25,-31.421195,-64.228773
TN60 - Los Platanos (Parada),Albeniz 3340  Entorno: 10 mts. Curso:282TN60,-31.419276,-64.23049
TN35 - Los Platanos (Parada Terminal),FRUCTUOSO RIVERA Y FELIX PAZ  Entorno: 15 mts. Curso:280TN35,-31.41569,-64.231716
TN18 - Los Platanos (Parada),Gauna 1286  Entorno: 15 mts. Curso:194TN18,-31.420993,-64.2351
TN30 - Los Platanos (Parada),Luis Agote 3421  Entorno: 15 mts. Curso:104TN30,-31.423275,-64.232721
RB04 - Los Robles (Parada),DOCENTES ARGENTINOS 6490  Entorno: 15 mts. Curso:282RB04,-31.401746,-64.267173
RB11 - Los Robles (Parada),GUILLERMO LEWIS 6400  Entorno: 15 mts. Curso:172RB11,-31.398513,-64.26582
RB02 - Los Robles (Parada),LUZ VIEYRA MENDEZ 370  Entorno: 15 mts. Curso:194RB02,-31.402108,-64.264841
RB03 - Los Robles (Parada),DOCENTES ARGENTINOS 6172  Entorno: 15 mts. Curso:276RB03,-31.40214,-64.26516
RB06 - Los Robles (Parada),JUANA MANSO 6339  Entorno: 15 mts. Curso:104RB06,-31.401035,-64.266085
RB05 - Los Robles (Parada),Julia Funes de Bonet 330  Entorno: 15 mts. Curso:12RB05,-31.401056,-64.267896
RB08 - Los Robles (Parada),GUILLERMO LEWIS 6400  Entorno: 15 mts. Curso:88RB08,-31.398513,-64.265761
RB07 - Los Robles (Parada),Julia Funes de Bonet 240  Entorno: 15 mts. Curso:22RB07,-31.399748,-64.26709
RB09 - Los Robles (Parada Terminal),JULIA FUNES DE BONET Y JUANA MANSO  Entorno: 10 mts. Curso:14RB09,-31.400715,-64.267785
RB10 - Los Robles (Parada),Julia Funes de Bonet 240  Entorno: 15 mts. Curso:44RB10,-31.39968,-64.267055
MF04 - M. Fragueiro (Parada),Juan Escolar 716  Entorno: 15 mts. Curso:276MF04\n LINEA A: 268\n LINEA A1: 338\n LINEA A1: 280,-31.36411,-64.184065
MF13 - M. Fragueiro (Parada),Carlos de los Santos 807  Entorno: 12 mts. Curso:0MF13,-31.364668,-64.1866
MF06 - M. Fragueiro (Parada Terminal),Mariano Fragueiro y ODonell  Entorno: 25 mts. Curso:0MF06\n LINEA 32: 0\n LINEA 32: 180\n LINEA 36: 180\n LINEA 36: 0,-31.362401,-64.183878
MF10 - M. Fragueiro (Parada Terminal),Mariano Fragueiro 4530  Entorno: 10 mts. Curso:0MF10\n LINEA 32: 0\n LINEA 35: 0\n LINEA 35: 180,-31.363916,-64.18388
MF05 - M. Fragueiro (Parada),Juan Escolar 890  Entorno: 15 mts. Curso:270MF05\n LINEA A: 270\n LINEA A1: 270,-31.364116,-64.186581
MF02 - M. Fragueiro (Parada),Carlos de los Santos y Urquiza  Entorno: 15 mts.MF02,-31.364686,-64.185621
MF08 - M. Fragueiro (Parada Terminal),ODonell y Mariano Fragueiro  Entorno: 20 mts. Curso:90MF08,-31.361931,-64.183661
MF11 - M. Fragueiro (Parada),Juan Escolar 716  Entorno: 15 mts. Curso:338MF11,-31.364111,-64.184128
MF07 - M. Fragueiro (Parada),Carlos de los Santos 807  Entorno: 12 mts. Curso:126MF07\n LINEA A: 90\n LINEA A1: 126,-31.364668,-64.186668
MF01 - M. Fragueiro (Parada Terminal),Carlos de Los Santos 887  Entorno: 30 mts. Curso:200MF01\n LINEA A: 154\n LINEA A: 192\n LINEA A1: 126\n LINEA A1: 230\n LINEA A1: 200,-31.364436,-64.187031
MF03 - M. Fragueiro (Parada),Mariano Fragueiro 4425  Entorno: 26 mts. Curso:180MF03\n LINEA A: 176\n LINEA A1: 180\n LINEA 32: 180\n LINEA 36: 180,-31.366241,-64.183881
MF12 - M. Fragueiro (Parada),Mariano Fragueiro y ODonell  Entorno: 25 mts. Curso:180MF12,-31.362343,-64.183878
MF09 - M. Fragueiro (Parada Terminal),Mariano Fragueiro 4555  Entorno: 50 mts. Curso:180MF09\n LINEA 32: 180\n LINEA 36: 180,-31.365171,-64.18389
MT03 - M. T. Alvear (Parada),AV. JUAN B. JUSTO 5005  Entorno: 15 mts. Curso:180MT03,-31.36487,-64.176121
MT02 - M. T. Alvear (Parada),AV. JUAN B. JUSTO 4988  Entorno: 15 mts. Curso:0MT02,-31.365251,-64.17612
MT05 - M. T. Alvear (Parada),MIGUEL CANE 3280  Entorno: 15 mts. Curso:0MT05,-31.365701,-64.172108
MT04 - M. T. Alvear (Parada),MIGUEL CANE 3280  Entorno: 15 mts. Curso:0MT04,-31.36576,-64.172108
MT01 - M. T. Alvear (Parada Terminal),JUAN B JUSTO Y PABLO NERUDA  Entorno: 15 mts. Curso:270MT01,-31.367969,-64.176115
MA01 - Maipu (Parada),Saba/Unam Av Sabattini y Unamuno Entorno: 30 mts. Curso:300MA01,-31.431708,-64.163963
MA36 - Maipu (Parada),ASTURIAS 2056  Entorno: 15 mts. Curso:60MA36\n LINEA 82: 70\n LINEA 82: 78,-31.437285,-64.155245
MA48 - Maipu (Parada),Estacion Deodoro Roca Estacion Deodoro Roca Entorno: 52 mts. Curso:240MA48,-31.430816,-64.167343
MA28 - Maipu (Parada Terminal),Bajada Pucará S/n  Entorno: 20 mts. Curso:190MA28\n LINEA 31: 202\n LINEA 31: 196,-31.42872,-64.169719
MA41 - Maipu (Parada),Issasa 1850  Entorno: 15 mts. Curso:352MA41,-31.42942,-64.15944
MA33 - Maipu (Parada),Ferroviarios 1411  Entorno: 10 mts. Curso:282MA33\n LINEA 84: 288,-31.428594,-64.166978
MA19 - Maipu (Parada),Ferroviarios 1892  Entorno: 15 mts. Curso:122MA19\n LINEA 84: 122,-31.430313,-64.159721
MA03 - Maipu (Parada Terminal),Estacion Deodoro Roca Estacion Deodoro Roca Entorno: 54 mts. Curso:280MA03,-31.430863,-64.167213
MA43 - Maipu (Parada),Galindez 1640  Entorno: 15 mts. Curso:8MA43,-31.426313,-64.15858
MA24 - Maipu (Parada),Barcelona 1830  Entorno: 15 mts. Curso:182MA24\n LINEA 84: 182,-31.42924,-64.157113
MA13 - Maipu (Parada),Bilbao 2580  Entorno: 15 mts. Curso:148MA13\n LINEA 83: 148,-31.437135,-64.157845
MA45 - Maipu (Parada Terminal),Deodoro roca y Luti  Entorno: 20 mts.MA45,-31.432285,-64.169795
MA35 - Maipu (Parada Terminal),ASTURIAS 1792  Entorno: 15 mts. Curso:64MA35,-31.439986,-64.160271
MA49 - Maipu (Parada),Av Dr Ricardo Luti  Entorno: 15 mts. Curso:266MA49,-31.431656,-64.169028
MA52 - Maipu (Parada),Salamanca 2311  Entorno: 20 mts. Curso:334MA52,-31.434975,-64.160771
MA40 - Maipu (Parada),Ferroviarios 1760  Entorno: 15 mts. Curso:102MA40,-31.429503,-64.161843
MA34 - Maipu (Parada),Ferroviarios1251  Entorno: 10 mts.MA34,-31.428393,-64.168565
MA20 - Maipu (Parada),Ferroviarios 1863  Entorno: 15 mts. Curso:308MA20\n LINEA 84: 308,-31.430073,-64.160146
MA42 - Maipu (Parada),Issasa 1763  Entorno: 15 mts. Curso:18MA42,-31.427595,-64.15877
MA30 - Maipu (Parada Terminal),Pje. Arribeños 2050  Entorno: 10 mts. Curso:218MA30\n LINEA 84: 218,-31.429856,-64.168988
MA25 - Maipu (Parada),Barcelona 1795  Entorno: 15 mts. Curso:0MA25\n LINEA 84: 0,-31.428555,-64.157103
MA05 - Maipu (Parada Terminal),Av Dr Ricardo Luti  Entorno: 15 mts. Curso:300MA05\n LINEA 82: 262\n LINEA 80: 264\n LINEA 80: 270,-31.431663,-64.16912
MA12 - Maipu (Parada),Santander 2344  Entorno: 15 mts. Curso:148MA12\n LINEA 82: 148,-31.43593,-64.161466
MA14 - Maipu (Parada),Bilbao 2434  Entorno: 15 mts. Curso:148MA14\n LINEA 83: 148,-31.435933,-64.158729
MA16 - Maipu (Parada),Samuel Morse 1998  Entorno: 15 mts. Curso:186MA16\n LINEA 84: 186,-31.431696,-64.156573
MA50 - Maipu (Parada),Bajada Pucará S/n  Entorno: 20 mts. Curso:32MA50,-31.428653,-64.169701
MA38 - Maipu (Parada Terminal),Ferroviarios 1222  Entorno: 15 mts. Curso:98MA38\n LINEA 84: 98,-31.428336,-64.16902
MA26 - Maipu (Parada Terminal),Esposos Curie 2198  Entorno: 15 mts. Curso:96MA26\n LINEA 84: 96,-31.42804,-64.156204
MA06 - Maipu (Parada Terminal),AV REVOLUCION DE MAYO Y DEODORO ROCA  Entorno: 30 mts. Curso:150MA06,-31.43104,-64.169925
MA15 - Maipu (Parada),Bilbao 2266  Entorno: 15 mts. Curso:150MA15\n LINEA 83: 150,-31.434141,-64.160058
MA21 - Maipu (Parada),Goethe 2269  Entorno: 15 mts. Curso:276MA21\n LINEA 84: 276,-31.430015,-64.155498
MA51 - Maipu (Parada),Ferroviarios 1577-1578  Entorno: 10 mts. Curso:224MA51,-31.429085,-64.164355
MA10 - Maipu (Parada Terminal),Asturias 1899  Entorno: 15 mts. Curso:56MA10\n LINEA 82: 58,-31.438728,-64.158075
MA46 - Maipu (Parada),Saba/Unam Av Sabattini y Unamuno Entorno: 30 mts. Curso:300MA46,-31.431743,-64.163891
MA09 - Maipu (Parada Terminal),Salamanca 2590  Entorno: 15 mts. Curso:326MA09\n LINEA 82: 326,-31.437751,-64.158766
MA31 - Maipu (Parada),Ferroviarios1727  Entorno: 10 mts. Curso:284MA31\n LINEA 84: 286,-31.429405,-64.16227
MA17 - Maipu (Parada),Ferroviarios 2144  Entorno: 15 mts. Curso:94MA17\n LINEA 84: 94,-31.430806,-64.157303
MA07 - Maipu (Parada Terminal),Av Sabattini 1350  Entorno: 10 mts. Curso:8MA07\n LINEA 85: 8\n LINEA 80: 34\n LINEA 80: 12,-31.429691,-64.169673
MA23 - Maipu (Parada),Samuel Morse 1867  Entorno: 15 mts. Curso:8MA23\n LINEA 84: 8,-31.429668,-64.156316
MA04 - Maipu (Parada Terminal),AV SABATTINI Y BAJADA PUCARA  Entorno: 40 mts. Curso:310MA04\n LINEA 82: 338\n LINEA 82: 310,-31.429178,-64.169856
MA11 - Maipu (Parada Terminal),Santander 2474  Entorno: 15 mts. Curso:146MA11\n LINEA 82: 148\n LINEA 82: 146,-31.437635,-64.16022
MA37 - Maipu (Parada),Morcillo 1792  Entorno: 15 mts. Curso:146MA37,-31.427348,-64.162015
MA47 - Maipu (Parada Terminal),Saba/Barc Av Sabattini y Barcelona Entorno: 40 mts. Curso:90MA47,-31.433128,-64.157144
MA29 - Maipu (Parada Terminal),Bajada Pucará S/n  Entorno: 15 mts. Curso:4MA29\n LINEA 84: 4\n LINEA 31: 6,-31.427801,-64.169445
MA39 - Maipu (Parada),Ferroviarios 1440  Entorno: 15 mts. Curso:100MA39,-31.42886,-64.165831
MA32 - Maipu (Parada),Ferroviarios 1577-1578  Entorno: 10 mts. Curso:280MA32\n LINEA 84: 292,-31.429075,-64.164406
MA18 - Maipu (Parada),Ferroviarios 2030  Entorno: 15 mts. Curso:98MA18\n LINEA 84: 98,-31.430736,-64.158541
MA02 - Maipu (Parada),Saba/Barc Av Sabattini y Barcelona Entorno: 40 mts. Curso:270MA02,-31.433128,-64.15705
MA08 - Maipu (Parada),Salamanca 2450  Entorno: 15 mts. Curso:328MA08\n LINEA 83: 328\n LINEA 82: 328,-31.436664,-64.159563
MA27 - Maipu (Parada Terminal),PUCARA Y FERROVIARIOS  Entorno: 15 mts. Curso:352MA27,-31.428271,-64.169579
MA44 - Maipu (Parada),Av.Sabbatini (parque Sarmiento)  Entorno: 15 mts. Curso:120MA44\n LINEA 82: 120,-31.430643,-64.168026
MA22 - Maipu (Parada),Samuel Morse 1840  Entorno: 15 mts. Curso:186MA22\n LINEA 84: 186,-31.429345,-64.156265
MD12 - Maldonado (Parada),Centro de la Memoria Calle Pub  Entorno: 10 mts.MD12,-31.408376,-64.133665
MD11 - Maldonado (Parada),Calle Publica S/N Centro de la Memoria  Entorno: 10 mts. Curso:330MD11,-31.408596,-64.133613
MD06 - Maldonado (Parada Terminal),Punta de Linea Campos de la Ri  Entorno: 10 mts. Curso:136MD06,-31.408146,-64.133694
MD09 - Maldonado (Parada),Martin Cartechini S/N Ipetym 133  Entorno: 10 mts. Curso:328MD09,-31.410545,-64.131838
MD02 - Maldonado (Parada),Calle Publica 1 Campos de la Rivera  Entorno: 10 mts. Curso:292MD02,-31.410231,-64.132261
MD01 - Maldonado (Parada Terminal),MARTIN CARTECHINI Y CALLE NORBERTO DE LA RIESTRA  Entorno: 15 mts. Curso:14MD01,-31.411808,-64.130023
MD10 - Maldonado (Parada),Calle Publica S/N Colegio Manuel Piñero  Entorno: 10 mts. Curso:332MD10,-31.409803,-64.132283
MD05 - Maldonado (Parada),Calle Publica 3 Campos de la Rivera  Entorno: 10 mts. Curso:108MD05,-31.410854,-64.133238
MD07 - Maldonado (Parada),Centro Educativo Manuel Piñero  Entorno: 10 mts. Curso:152MD07,-31.409998,-64.132218
MD03 - Maldonado (Parada),Calle Publica 1 Campos de la Rivera  Entorno: 10 mts. Curso:286MD03,-31.409919,-64.135126
MD08 - Maldonado (Parada),IPETYM Nº 133 Dr. Florencio Escardó  Entorno: 10 mts. Curso:150MD08,-31.41089,-64.131613
MD04 - Maldonado (Parada),Calle Publica 3 Campos de la Rivera  Entorno: 10 mts. Curso:110MD04,-31.410465,-64.134964
ML29 - Malvinas Arg (Parada),Av San Martin y Chacra de la Merced Av San Martin y Chacra de la M Entorno: 60 mts. Curso:196ML29,-31.415185,-64.068688
ML13 - Malvinas Arg (Parada),Av Las Malvinas 6950 Av Las Malvinas Entorno: 20 mts. Curso:254ML13,-31.375651,-64.077233
ML45 - Malvinas Arg (Parada),Malvinas 6825  Entorno: 20 mts. Curso:76ML45,-31.3772,-64.08365
ML40 - Malvinas Arg (Parada),Malvinas 3500  Entorno: 41 mts. Curso:74ML40,-31.38763,-64.128651
ML19 - Malvinas Arg (Parada),Malvinas 4300  Entorno: 20 mts. Curso:254ML19,-31.385665,-64.120056
ML27 - Malvinas Arg (Parada),Malvinas 4600  Entorno: 20 mts. Curso:254ML27,-31.385106,-64.117803
ML10 - Malvinas Arg (Parada Terminal),Benteveo 3608 Benteveo 3608 Entorno: 30 mts. Curso:180ML10,-31.37049,-64.06028
ML35 - Malvinas Arg (Parada),Av San Martin y Chubut Av San Martin y Chubut Entorno: 15 mts. Curso:202ML35,-31.391355,-64.058051
ML26 - Malvinas Arg (Parada),Camino Montecristo 9999-.  Entorno: 20 mts. Curso:254ML26,-31.372071,-64.062363
ML05 - Malvinas Arg (Parada),Av San Martin s/n 2 Av San Martin s/n 2 Entorno: 15 mts. Curso:204ML05,-31.408726,-64.066724
ML30 - Malvinas Arg (Parada),Av San Martin (Cdad Mi Esperanza) Av San Martin (Cdad Mi Esperan Entorno: 20 mts. Curso:208ML30,-31.403091,-64.063669
ML14 - Malvinas Arg (Parada Terminal),Cno. Montecristo y El Cardenal Cno. Montecristo y El Cardenal Entorno: 50 mts. Curso:330ML14,-31.37096,-64.057835
ML46 - Malvinas Arg (Parada),"Camino Montecristo Km 7,5  Entorno: 10 mts. Curso:74ML46",-31.37427,-64.07153
ML41 - Malvinas Arg (Parada),Malvinas 4300  Entorno: 20 mts. Curso:76ML41,-31.385663,-64.120055
ML28 - Malvinas Arg (Parada),Malvinas 3345  Entorno: 20 mts. Curso:256ML28,-31.388016,-64.130358
ML36 - Malvinas Arg (Parada),Av San Martin y Santa Fe Av San Martin y Santa Fe Entorno: 15 mts. Curso:194ML36,-31.395025,-64.059115
ML22 - Malvinas Arg (Parada),Malvinas 6477  Entorno: 20 mts. Curso:256ML22,-31.379021,-64.091738
ML06 - Malvinas Arg (Parada),"Cno. Chacra de la Merced 9999, Av San Martin s/n 3 Entorno: 15 mts. Curso:110ML06",-31.418703,-64.059503
ML31 - Malvinas Arg (Parada),Av San Martin s/n Av San Martin s/n Entorno: 30 mts. Curso:206ML31,-31.406353,-64.06551
ML47 - Malvinas Arg (Parada),Camino Montecristo Km 8  Entorno: 3 mts. Curso:74ML47,-31.373079,-64.066601
ML01 - Malvinas Arg (Parada Terminal),Av San Martin y Chacra de la Merced Av San Martin y Chacra de la M Entorno: 60 mts. Curso:194ML01,-31.41506,-64.06865
ML42 - Malvinas Arg (Parada),Malvinas 5050  Entorno: 19 mts. Curso:74ML42,-31.38398,-64.11297
ML37 - Malvinas Arg (Parada),Av Las Malvinas 6950 Av Las Malvinas Entorno: 20 mts. Curso:74ML37,-31.37565,-64.077231
ML20 - Malvinas Arg (Parada),Malvinas 5050  Entorno: 19 mts. Curso:254ML20,-31.38398,-64.11297
ML23 - Malvinas Arg (Parada),Malvinas 6825  Entorno: 20 mts. Curso:254ML23,-31.377201,-64.08365
ML07 - Malvinas Arg (Parada),Av San Martin y Misiones Av San Martin y Misiones Entorno: 15 mts. Curso:204ML07,-31.397588,-64.060478
ML32 - Malvinas Arg (Parada),Av San Martin y Neuquen Av San Martin y Neuquen Entorno: 20 mts. Curso:194ML32,-31.392963,-64.058543
ML48 - Malvinas Arg (Parada),Camino Montecristo 9999-.  Entorno: 20 mts. Curso:74ML48,-31.37207,-64.062361
ML15 - Malvinas Arg (Parada Terminal),Av Malvinas Y Urien Av Malvinas Y Urien Entorno: 20 mts. Curso:254ML15,-31.386625,-64.124118
ML02 - Malvinas Arg (Parada),Av San Martin (Cdad Mi Esperanza) Av San Martin (Cdad Mi Esperan Entorno: 20 mts. Curso:208ML02,-31.40323,-64.063748
